TSNo,TSEmployeeID,TSType,TSDate,TSWONo,TSOperNo,TSWCID,TSWCRate,TSStartTime,TSFinishTime,TSTotTimehrs,TSTotTimemins,TSTotTimeDec,TSQuantity,TSLostTimeID,TSLostTimeDets,TSNotes,TSOpComplete,TSPercentComp,TSUnitTime,TSEmployeeRate,TSUnplannedOp,TSScrapQty,TSScrapReason,TSReworkID,TSReworkReason,TSBookingRef,tlkpLostTimeCategories,tlkpWorkCentre
792057,176,2,09/11/2022 17:37:00,17347,270,WELD,55,09/11/2022 17:37:00,09/11/2022 22:00:21,4,23,4.38333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792056,160,2,09/11/2022 17:36:00,17347,270,WELD,55,09/11/2022 17:36:00,09/11/2022 22:00:20,4,24,4.4,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792049,626,2,09/11/2022 17:16:00,17458,150,WELD,55,09/11/2022 17:00:00,09/11/2022 19:20:00,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792050,660,2,09/11/2022 17:15:00,17458,150,WELD,55,09/11/2022 17:15:00,09/11/2022 19:20:44,2,5,2.08333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792066,805,3,09/11/2022 17:12:00,0,0,null,0,09/11/2022 17:12:00,09/11/2022 22:00:27,4,48,4.8,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792060,617,2,09/11/2022 17:06:00,17454,40,WELD,55,09/11/2022 17:06:00,09/11/2022 22:00:23,4,54,4.9,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792045,176,3,09/11/2022 17:05:00,0,0,null,0,09/11/2022 17:05:00,09/11/2022 17:36:50,0,31,0.51666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792044,160,3,09/11/2022 17:05:00,0,0,null,0,09/11/2022 17:05:00,09/11/2022 17:36:27,0,31,0.51666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792064,784,2,09/11/2022 17:04:00,17455,130,PLATE,55,09/11/2022 17:04:00,09/11/2022 22:00:26,4,56,4.93333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792058,500,2,09/11/2022 17:04:00,17457,150,WELD,55,09/11/2022 17:04:00,09/11/2022 22:00:21,4,56,4.93333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792053,20,2,09/11/2022 17:03:00,17332,140,WELD,55,09/11/2022 17:03:00,09/11/2022 20:51:12,3,48,3.8,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792065,804,2,09/11/2022 17:00:00,17455,90,PLATE,55,09/11/2022 17:00:00,09/11/2022 22:00:00,5,0,5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792048,18,2,09/11/2022 16:52:00,17516,100,WELD,55,09/11/2022 16:52:00,09/11/2022 18:15:06,1,23,1.38333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792055,124,3,09/11/2022 15:30:00,0,0,null,0,09/11/2022 15:30:00,09/11/2022 22:00:19,6,30,6.5,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792047,658,3,09/11/2022 13:00:00,0,0,null,0,09/11/2022 13:00:00,09/11/2022 18:01:07,5,1,5.01666667,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792043,18,2,09/11/2022 13:00:00,17333,50,WELD,55,09/11/2022 13:00:00,09/11/2022 16:51:59,3,51,3.85,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792042,19,2,09/11/2022 13:00:00,17342,910,WELD,55,09/11/2022 13:00:00,09/11/2022 16:33:36,3,33,3.55,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792041,10,2,09/11/2022 13:00:00,17390,30,MACHINE,55,09/11/2022 13:00:00,09/11/2022 16:31:27,3,31,3.51666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792040,794,2,09/11/2022 13:00:00,17406,10,INSPECT,55,09/11/2022 13:00:00,09/11/2022 16:31:00,3,31,3.51666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792039,776,2,09/11/2022 13:00:00,17455,130,PLATE,55,09/11/2022 13:00:00,09/11/2022 16:31:12,3,31,3.51666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792038,653,3,09/11/2022 13:00:00,0,0,null,0,09/11/2022 13:00:00,09/11/2022 16:31:12,3,31,3.51666667,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792037,360,2,09/11/2022 13:00:00,17457,180,WELD,55,09/11/2022 13:00:00,09/11/2022 16:31:05,3,31,3.51666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792036,361,2,09/11/2022 13:00:00,17346,250,PLATE,55,09/11/2022 13:00:00,09/11/2022 16:30:54,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792035,233,2,09/11/2022 13:00:00,17453,90,PLATE,55,09/11/2022 13:00:00,09/11/2022 16:30:48,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792034,364,2,09/11/2022 13:00:00,17457,180,WELD,55,09/11/2022 13:00:00,09/11/2022 16:30:39,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792033,806,2,09/11/2022 13:00:00,17458,150,WELD,55,09/11/2022 13:00:00,09/11/2022 16:30:32,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792032,133,2,09/11/2022 13:00:00,17516,80,PLATE,55,09/11/2022 13:00:00,09/11/2022 16:30:27,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792031,528,2,09/11/2022 13:00:00,17455,130,PLATE,55,09/11/2022 13:00:00,09/11/2022 16:30:16,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792030,812,2,09/11/2022 13:00:00,17456,130,PLATE,55,09/11/2022 13:00:00,09/11/2022 16:30:12,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792029,248,2,09/11/2022 13:00:00,17342,910,WELD,55,09/11/2022 13:00:00,09/11/2022 16:30:17,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792028,190,3,09/11/2022 13:00:00,0,0,null,0,09/11/2022 00:00:00,09/11/2022 00:00:00,0,0,0,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792027,588,2,09/11/2022 13:00:00,17458,150,WELD,55,09/11/2022 13:00:00,09/11/2022 16:30:08,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792026,524,2,09/11/2022 13:00:00,17342,910,WELD,55,09/11/2022 13:00:00,09/11/2022 16:30:01,3,30,3.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792025,25,3,09/11/2022 13:00:00,0,0,null,0,09/11/2022 13:00:00,09/11/2022 16:15:02,3,15,3.25,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792024,164,2,09/11/2022 13:00:00,17456,80,WELD,55,09/11/2022 13:00:00,09/11/2022 15:00:00,2,0,2,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792023,142,2,09/11/2022 13:00:00,17516,250,WELD,55,09/11/2022 13:00:00,09/11/2022 15:00:06,2,0,2,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792046,813,2,09/11/2022 12:34:00,17406,900,PLATE,55,09/11/2022 12:34:00,09/11/2022 18:00:12,5,26,5.43333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792022,813,2,09/11/2022 12:33:00,17407,90,PLATE,55,09/11/2022 12:33:00,09/11/2022 12:33:53,0,0,0,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792010,361,2,09/11/2022 11:53:00,17346,250,PLATE,55,09/11/2022 11:53:00,09/11/2022 12:30:34,0,37,0.61666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792017,776,2,09/11/2022 11:46:00,17455,130,PLATE,55,09/11/2022 11:46:00,09/11/2022 12:30:41,0,44,0.73333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792011,364,2,09/11/2022 11:44:00,17457,180,WELD,55,09/11/2022 11:44:00,09/11/2022 12:30:35,0,46,0.76666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792021,813,2,09/11/2022 11:43:00,17406,900,PLATE,55,09/11/2022 11:43:00,09/11/2022 12:30:00,0,47,0.78333333,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792009,360,2,09/11/2022 11:43:00,17457,180,WELD,55,09/11/2022 11:43:00,09/11/2022 12:30:33,0,47,0.78333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792003,133,2,09/11/2022 11:13:00,17516,80,PLATE,55,09/11/2022 11:13:00,09/11/2022 12:30:27,1,17,1.28333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792004,142,2,09/11/2022 10:11:00,17516,250,WELD,55,09/11/2022 10:11:00,09/11/2022 12:30:28,2,19,2.31666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792020,812,2,09/11/2022 10:10:00,17456,130,PLATE,55,09/11/2022 10:10:00,09/11/2022 12:30:44,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792019,806,2,09/11/2022 10:10:00,17458,150,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:00,2,20,2.33333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792018,794,2,09/11/2022 10:10:00,17406,10,INSPECT,55,09/11/2022 10:10:00,09/11/2022 12:30:00,2,20,2.33333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792016,658,3,09/11/2022 10:10:00,0,0,null,0,09/11/2022 10:10:00,09/11/2022 12:30:39,2,20,2.33333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792015,653,3,09/11/2022 10:10:00,0,0,null,0,09/11/2022 10:10:00,09/11/2022 12:30:38,2,20,2.33333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792014,588,2,09/11/2022 10:10:00,17458,150,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:37,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792013,528,2,09/11/2022 10:10:00,17455,130,PLATE,55,09/11/2022 10:10:00,09/11/2022 12:30:36,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792012,524,2,09/11/2022 10:10:00,17342,910,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:36,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792008,248,2,09/11/2022 10:10:00,17342,910,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:32,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792007,233,2,09/11/2022 10:10:00,17453,90,PLATE,55,09/11/2022 10:10:00,09/11/2022 12:30:31,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792006,190,3,09/11/2022 10:10:00,0,0,null,0,09/11/2022 00:00:00,09/11/2022 00:00:00,0,0,0,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792005,164,2,09/11/2022 10:10:00,17456,80,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:00,2,20,2.33333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
792002,25,3,09/11/2022 10:10:00,0,0,null,0,09/11/2022 10:10:00,09/11/2022 12:30:26,2,20,2.33333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792001,19,2,09/11/2022 10:10:00,17342,910,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:25,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792000,18,2,09/11/2022 10:10:00,17333,50,WELD,55,09/11/2022 10:10:00,09/11/2022 12:30:24,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791999,10,2,09/11/2022 10:10:00,17390,30,MACHINE,55,09/11/2022 10:10:00,09/11/2022 12:30:24,2,20,2.33333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791998,361,2,09/11/2022 10:10:00,17347,250,PLATE,55,09/11/2022 10:10:00,09/11/2022 11:53:32,1,43,1.71666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791997,562,3,09/11/2022 10:10:00,0,0,null,0,09/11/2022 10:10:00,09/11/2022 11:45:08,1,35,1.58333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791996,364,2,09/11/2022 10:10:00,17457,180,WELD,55,09/11/2022 10:10:00,09/11/2022 11:43:00,1,33,1.55,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791995,360,2,09/11/2022 10:10:00,17457,180,WELD,55,09/11/2022 10:10:00,09/11/2022 11:43:00,1,33,1.55,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791994,813,2,09/11/2022 10:10:00,17407,90,PLATE,55,09/11/2022 10:10:00,09/11/2022 11:41:19,1,31,1.51666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791972,133,2,09/11/2022 10:10:00,17516,230,PLATE,55,09/11/2022 10:10:00,09/11/2022 11:13:23,1,3,1.05,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791971,142,2,09/11/2022 10:10:00,17516,250,WELD,55,09/11/2022 10:10:00,09/11/2022 10:11:00,0,1,0.01666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791950,19,2,09/11/2022 09:30:00,17342,910,WELD,55,09/11/2022 09:30:00,09/11/2022 10:00:27,0,30,0.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791968,806,2,09/11/2022 09:13:00,17458,150,WELD,55,09/11/2022 09:13:00,09/11/2022 10:00:47,0,47,0.78333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791964,588,2,09/11/2022 08:56:00,17458,150,WELD,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791961,524,2,09/11/2022 08:44:00,17342,910,WELD,55,09/11/2022 08:44:00,09/11/2022 10:00:39,1,16,1.26666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791957,248,2,09/11/2022 08:44:00,17342,910,WELD,55,09/11/2022 08:44:00,09/11/2022 10:00:34,1,16,1.26666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791967,794,2,09/11/2022 08:30:00,17406,10,INSPECT,55,09/11/2022 08:30:00,09/11/2022 10:00:00,1,30,1.5,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791949,18,2,09/11/2022 08:30:00,17333,50,WELD,55,09/11/2022 08:30:00,09/11/2022 10:00:26,1,30,1.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791928,18,3,09/11/2022 08:24:00,0,0,null,0,09/11/2022 08:24:00,09/11/2022 08:29:52,0,5,0.08333333,0,40,TRAINING,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791956,233,2,09/11/2022 08:12:00,17453,90,PLATE,55,09/11/2022 08:12:00,09/11/2022 10:00:34,1,48,1.8,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791960,364,2,09/11/2022 07:54:00,17457,180,WELD,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791958,360,2,09/11/2022 07:54:00,17457,180,WELD,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791929,794,2,09/11/2022 07:52:00,17406,20,SUPPORT,55,09/11/2022 07:30:00,09/11/2022 08:30:00,1,0,1,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791952,133,2,09/11/2022 07:51:00,17516,230,PLATE,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791948,10,2,09/11/2022 07:48:00,17390,30,MACHINE,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791926,233,2,09/11/2022 07:45:00,17456,130,PLATE,55,09/11/2022 07:30:00,09/11/2022 08:12:00,0,42,0.7,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791927,18,3,09/11/2022 07:43:00,0,0,null,0,09/11/2022 07:30:00,09/11/2022 08:23:00,0,53,0.88333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791962,528,2,09/11/2022 07:41:00,17455,130,PLATE,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791959,361,2,09/11/2022 07:41:00,17347,250,PLATE,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791947,19,2,09/11/2022 07:40:00,17342,910,WELD,55,09/11/2022 07:30:00,09/11/2022 09:30:00,2,0,2,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791931,524,2,09/11/2022 07:40:00,17342,910,WELD,55,09/11/2022 07:30:00,09/11/2022 08:44:00,1,14,1.23333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791970,813,2,09/11/2022 07:38:00,17407,90,PLATE,55,09/11/2022 07:30:00,09/11/2022 10:00:00,2,30,2.5,0,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791965,653,3,09/11/2022 07:31:00,0,0,null,0,09/11/2022 07:31:00,09/11/2022 10:00:42,2,29,2.48333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791946,806,2,09/11/2022 07:02:00,17453,90,PLATE,55,09/11/2022 07:02:00,09/11/2022 09:12:19,2,10,2.16666667,17453,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791966,658,3,09/11/2022 06:58:00,0,0,null,0,09/11/2022 06:58:00,09/11/2022 10:00:43,3,2,3.03333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791963,562,3,09/11/2022 06:54:00,0,0,null,0,09/11/2022 06:54:00,09/11/2022 10:00:40,3,6,3.1,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791951,25,3,09/11/2022 06:43:00,0,0,null,0,09/11/2022 06:43:00,09/11/2022 10:00:28,3,17,3.28333333,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791925,806,2,09/11/2022 06:35:00,17454,90,PLATE,55,09/11/2022 06:15:00,09/11/2022 07:02:00,0,47,0.78333333,17454,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791969,812,2,09/11/2022 06:16:00,17456,130,PLATE,55,09/11/2022 06:16:00,09/11/2022 10:00:47,3,44,3.73333333,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791930,248,2,09/11/2022 06:12:00,17342,370,MACHINE,55,09/11/2022 06:00:00,09/11/2022 08:43:00,2,43,2.71666667,1,null,null,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791954,164,3,09/11/2022 06:02:00,0,0,null,0,09/11/2022 06:02:00,09/11/2022 10:00:31,3,58,3.96666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791955,190,3,09/11/2022 05:57:00,0,0,null,0,09/11/2022 00:00:00,09/11/2022 00:00:00,0,0,0,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791953,142,2,09/11/2022 05:53:00,17516,250,WELD,55,09/11/2022 05:53:00,09/11/2022 10:00:00,4,7,4.11666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,0,0,null,null,,
791919,617,3,09/11/2022 03:21:00,0,0,null,0,09/11/2022 03:21:00,09/11/2022 05:00:05,1,39,1.65,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791921,500,2,09/11/2022 02:21:00,17455,150,WELD,55,09/11/2022 02:21:00,09/11/2022 05:00:24,2,39,2.65,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791910,500,3,09/11/2022 00:53:00,0,0,null,0,09/11/2022 00:53:00,09/11/2022 02:21:08,1,28,1.46666667,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
791911,610,2,09/11/2022 00:05:00,17455,130,PLATE,55,09/11/2022 00:05:00,09/11/2022 02:23:47,2,18,2.3,0,null,null,null,FALSE,0,0,0,FALSE,0,null,null,null,null,,
792481,803,2,09/11/2022 00:00:00,17542,10,GENERAL,55,09/11/2022 07:30:00,09/11/2022 19:00:00,11,30,11.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792477,776,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 07:30:00,09/11/2022 11:46:00,4,16,4.26666667,0,40,TRAINING,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792462,669,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 07:30:00,09/11/2022 11:45:00,4,15,4.25,0,40,TRAINING,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792458,553,2,09/11/2022 00:00:00,17542,10,GENERAL,55,09/11/2022 07:00:00,09/11/2022 19:00:00,12,0,12,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792350,581,2,09/11/2022 00:00:00,17506,10,GENERAL,55,09/11/2022 07:00:00,09/11/2022 18:00:00,11,0,11,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792136,673,2,09/11/2022 00:00:00,17399,10,GENERAL,55,09/11/2022 16:00:00,09/11/2022 16:30:00,0,30,0.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792135,673,2,09/11/2022 00:00:00,17456,130,PLATE,55,09/11/2022 15:30:00,09/11/2022 16:00:00,0,30,0.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792134,673,2,09/11/2022 00:00:00,17455,130,PLATE,55,09/11/2022 14:00:00,09/11/2022 15:30:00,1,30,1.5,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792133,190,2,09/11/2022 00:00:00,17520,20,WELD,55,09/11/2022 10:00:00,09/11/2022 11:15:00,1,15,1.25,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792132,673,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 13:00:00,09/11/2022 14:00:00,1,0,1,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792131,673,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 11:15:00,09/11/2022 12:30:00,1,15,1.25,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792130,673,2,09/11/2022 00:00:00,17520,20,WELD,55,09/11/2022 10:00:00,09/11/2022 11:15:00,1,15,1.25,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792129,673,2,09/11/2022 00:00:00,17399,10,GENERAL,55,09/11/2022 09:20:00,09/11/2022 10:00:00,0,40,0.66666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792128,673,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 08:00:00,09/11/2022 09:20:00,1,20,1.33333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792127,673,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 06:00:00,09/11/2022 08:00:00,2,0,2,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792126,190,2,09/11/2022 00:00:00,17399,10,GENERAL,55,09/11/2022 15:30:00,09/11/2022 16:15:00,0,45,0.75,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792125,190,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 14:00:00,09/11/2022 15:30:00,1,30,1.5,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792124,190,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 11:15:00,09/11/2022 14:00:00,2,45,2.75,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792123,190,2,09/11/2022 00:00:00,17399,10,GENERAL,55,09/11/2022 09:20:00,09/11/2022 10:00:00,0,40,0.66666667,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792122,190,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 08:00:00,09/11/2022 09:20:00,1,20,1.33333333,0,30,FACILITY SERVICES,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792121,190,2,09/11/2022 00:00:00,17397,10,GENERAL,55,09/11/2022 06:00:00,09/11/2022 08:00:00,2,0,2,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792120,28,3,09/11/2022 00:00:00,0,0,null,0,09/11/2022 16:00:00,09/11/2022 16:30:00,0,30,0.5,0,50,PRODUCTION DOWNTIME,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792119,28,2,09/11/2022 00:00:00,17333,130,WELD,55,09/11/2022 14:00:00,09/11/2022 16:00:00,2,0,2,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792118,28,2,09/11/2022 00:00:00,17399,10,GENERAL,55,09/11/2022 10:00:00,09/11/2022 14:00:00,4,0,4,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792117,28,2,09/11/2022 00:00:00,17344,250,PLATE,55,09/11/2022 09:00:00,09/11/2022 10:00:00,1,0,1,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
792116,28,2,09/11/2022 00:00:00,17455,90,PLATE,55,09/11/2022 08:00:00,09/11/2022 09:00:00,1,0,1,0,null,null,null,FALSE,0,0,0,FALSE,0,null,0,null,null,,
