WONo,PlannedLabour,PlannedLabourST,PlannedLabourTotalRT,PlannedHours,PlannedHoursST,PlannedHoursTotalRT,ActualLabour,ActualLabourST,ActualLabourUnit,ActualHours,ActualHoursST,ActualHoursUnit,OutstandingPlannedHours,OutstandingPlannedLabourCost
17406,13832.62222,0,13832.62222,251.5022222,0,251.5022222,11861.66666,0,11861.66666,215.6666666,0,215.6666666,82.38555562,4531.205559
17405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17404,3300,0,3300,60,0,60,3300,0,3300,60,0,60,0,0
17403,13310,0,13310,242,0,242,13310,0,13310,242,0,242,0,0
17402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17401,0,0,0,0,0,0,473.916667,0,473.916667,8.61666667,0,8.61666667,0,0
17400,298659.1972,0,298659.1972,5430.167222,0,5430.167222,0,0,0,0,0,0,5430.167222,298659.1972
17399,39820,0,39820,724,0,724,34649.08333,0,34649.08333,629.9833333,0,629.9833333,179.4666667,9870.666669
17398,5811.666667,0,5811.666667,105.6666667,0,105.6666667,5017.833334,0,5017.833334,91.23333334,0,91.23333334,30.96666667,1703.166667
17397,15372.5,0,15372.5,279.5,0,279.5,27944.58333,0,27944.58333,508.0833332,0,508.0833332,7.20000001,396.0000006
17396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17395,1457.5,0,1457.5,26.5,0,26.5,1493.250001,0,1493.250001,27.15000001,0,27.15000001,5.15,283.25
17394,3162.5,0,3162.5,57.5,0,57.5,3579.583332,0,3579.583332,65.08333331,0,65.08333331,8.75,481.25
17393,1732.5,0,1732.5,31.5,0,31.5,2622.583334,0,2622.583334,47.68333334,0,47.68333334,5.46666667,300.6666669
17392,6600,0,6600,120,0,120,15785,0,15785,287,0,287,0,0
17391,660,0,660,12,0,12,0,0,0,0,0,0,12,660
17390,3908.819445,0,3908.819445,71.06944445,0,71.06944445,3394.416665,0,3394.416665,61.71666665,0,61.71666665,30.18500001,1660.175001
17389,4827.197222,0,4827.197222,87.76722222,0,87.76722222,13273.33333,0,13273.33333,241.3333333,0,241.3333333,11.68388889,642.613889
17388,0,0,0,0,0,0,2648.25,0,2648.25,48.15,0,48.15,0,0
17387,14830.75,0,14830.75,269.65,0,269.65,40244.41666,0,40244.41666,731.7166666,0,731.7166666,26.63333333,1464.833333
17386,2365,0,2365,43,0,43,3026.833333,0,3026.833333,55.03333333,0,55.03333333,1.38333333,76.08333315
17385,2310,0,2310,42,0,42,1276.916668,0,1276.916668,23.21666668,0,23.21666668,19.78333332,1088.083333
17384,1375,27.5,1347.5,25,0.5,24.5,1416.25,0,1416.25,25.75,0,25.75,2.18333333,120.0833332
17383,1155,0,1155,21,0,21,2573.083332,0,2573.083332,46.78333332,0,46.78333332,1.9,104.5
17382,1182.5,0,1182.5,21.5,0,21.5,1370.416668,0,1370.416668,24.91666668,0,24.91666668,3.96666667,218.1666669
17381,1155,0,1155,21,0,21,1875.499998,0,1875.499998,34.09999998,0,34.09999998,6.6,363
17380,15927.08333,0,15927.08333,289.5833333,0,289.5833333,5818.083331,0,5818.083331,105.7833333,0,105.7833333,205.8666667,11322.66667
17379,9961.538888,0,9961.538888,181.1188889,0,181.1188889,17590.83333,0,17590.83333,319.8333333,0,319.8333333,0,0
17378,6132.5,0,6132.5,111.5,0,111.5,7006.999997,0,7006.999997,127.4,0,127.4,12.96666667,713.1666669
17377,2832.5,0,2832.5,51.5,0,51.5,737.000001,0,737.000001,13.40000001,0,13.40000001,40.65,2235.75
17376,2090,0,2090,38,0,38,1870.916666,0,1870.916666,34.01666666,0,34.01666666,6.26666667,344.6666669
17375,6930,0,6930,126,0,126,9663.5,0,9663.5,175.7,0,175.7,0,0
17374,2145,0,2145,39,0,39,2708.749999,0,2708.749999,49.24999999,0,49.24999999,0,0
17373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17372,5280,0,5280,96,0,96,2591.416666,0,2591.416666,47.11666666,0,47.11666666,50.00000001,2750.000001
17371,1375,0,1375,25,0,25,1183.416666,0,1183.416666,21.51666665,0,21.51666665,11.51666667,633.4166669
17370,18755,0,18755,341,0,341,20407.75,0,20407.75,371.05,0,371.05,11.1,610.5
17369,10010,0,10010,182,0,182,9843.166665,0,9843.166665,178.9666666,0,178.9666666,18.96666667,1043.166667
17368,7163.75,0,7163.75,130.25,0,130.25,8592.833332,0,8592.833332,156.2333333,0,156.2333333,9.13333334,502.3333337
17367,4290,0,4290,78,0,78,1839.75,0,1839.75,33.45,0,33.45,52.05,2862.75
17366,1045,0,1045,19,0,19,1781.083333,0,1781.083333,32.38333333,0,32.38333333,7.93333333,436.3333332
17365,12677.5,0,12677.5,230.5,0,230.5,15524.66666,0,15524.66666,282.2666666,0,282.2666666,22.31666668,1227.416667
17364,6847.5,0,6847.5,124.5,0,124.5,5097.583333,0,5097.583333,92.68333332,0,92.68333332,53.15,2923.25
17363,4936.25,0,4936.25,89.75,0,89.75,6651.333333,0,6651.333333,120.9333333,0,120.9333333,12.26666667,674.6666669
17362,10945,0,10945,199,0,199,17846.58333,0,17846.58333,324.4833332,0,324.4833332,22.13333335,1217.333334
17361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17358,20054.13056,0,20054.13056,364.6205556,0,364.6205556,11119.16666,0,11119.16666,202.1666666,0,202.1666666,170.1038889,9355.713891
17357,62731.38056,0,62731.38056,1140.570556,0,1140.570556,23529.91666,0,23529.91666,427.8166666,0,427.8166666,779.2205556,42857.13056
17356,1485,0,1485,27,0,27,1110.083332,0,1110.083332,20.18333332,0,20.18333332,6.81666668,374.9166674
17355,12705,0,12705,231,0,231,13337.5,0,13337.5,242.5,0,242.5,0,0
17354,0,0,0,0,0,0,17256.25,0,17256.25,313.75,0,313.75,0,0
17353,14850,0,14850,270,0,270,14300,0,14300,260,0,260,10,550
17352,1540,0,1540,28,0,28,3513.583332,0,3513.583332,63.88333332,0,63.88333332,0,0
17351,2970,0,2970,54,0,54,3068.083333,0,3068.083333,55.78333332,0,55.78333332,0,0
17350,2145,0,2145,39,0,39,1224.666667,0,1224.666667,22.26666667,0,22.26666667,16.73333333,920.3333332
17349,660,0,660,12,0,12,1022.999999,0,1022.999999,18.59999999,0,18.59999999,0,0
17348,1292.5,0,1292.5,23.5,0,23.5,2399.833332,0,2399.833332,43.63333331,0,43.63333331,3.9,214.5
17347,11605,0,11605,211,0,211,8265.58333,0,8265.58333,150.2833333,0,150.2833333,103.3666667,5685.166667
17346,11605,0,11605,211,0,211,7811.833333,0,7811.833333,142.0333333,0,142.0333333,115.85,6371.75
17345,11605,0,11605,211,0,211,11322.66667,0,11322.66667,205.8666666,0,205.8666666,87.06666666,4788.666666
17344,11605,0,11605,211,0,211,8982.416666,0,8982.416666,163.3166666,0,163.3166666,110.3833333,6071.083333
17343,11605,0,11605,211,0,211,14869.24999,0,14869.24999,270.3499999,0,270.3499999,16.6166667,913.9166685
17342,11605,0,11605,211,0,211,14048.83333,0,14048.83333,255.4333333,0,255.4333333,30.80000001,1694.000001
17341,1388.749999,0,1388.749999,25.24999999,0,25.24999999,1562.916669,0,1562.916669,28.41666669,0,28.41666669,7.04999999,387.7499995
17340,1374.999999,0,1374.999999,24.99999999,0,24.99999999,1409.833333,0,1409.833333,25.63333333,0,25.63333333,5.04999999,277.7499995
17339,742.5,0,742.5,13.5,0,13.5,226.416667,0,226.416667,4.11666667,0,4.11666667,9.85,541.75
17338,866.25,0,866.25,15.75,0,15.75,556.416667,0,556.416667,10.11666667,0,10.11666667,6.78333334,373.0833337
17337,0,0,0,0,0,0,55,0,55,1,0,1,0,0
17336,5120.5,0,5120.5,93.1,0,93.1,0,0,0,0,0,0,93.1,5120.5
17335,1694,0,1694,30.8,0,30.8,1567.5,0,1567.5,28.5,0,28.5,5.45,299.75
17334,11371.525,0,11371.525,206.755,0,206.755,0,0,0,0,0,0,206.755,11371.525
17333,27376.25,0,27376.25,497.75,0,497.75,17448.75,0,17448.75,317.25,0,317.25,366.3,20146.5
17332,40539.58333,0,40539.58333,737.0833333,0,737.0833333,20735.91666,0,20735.91666,377.0166666,0,377.0166666,520.4333334,28623.83334
17331,1210,0,1210,22,0,22,1395.166666,0,1395.166666,25.36666666,0,25.36666666,2.66666667,146.6666669
17330,1484.999999,0,1484.999999,26.99999999,0,26.99999999,1219.166666,0,1219.166666,22.16666666,0,22.16666666,11.38333333,626.0833332
17329,412.5,0,412.5,7.5,0,7.5,348.333333,0,348.333333,6.33333333,0,6.33333333,1.86666667,102.6666669
17328,522.5,0,522.5,9.5,0,9.5,525.250001,0,525.250001,9.55000001,0,9.55000001,1.28333333,70.58333315
17327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17326,8954,0,8954,162.8,0,162.8,0,0,0,0,0,0,162.8,8954
17325,103125,0,103125,1875,0,1875,100031.25,0,100031.25,1818.75,0,1818.75,56.25,3093.75
17324,12210,0,12210,222,0,222,23482.25,0,23482.25,426.95,0,426.95,24.73333333,1360.333333
17323,82.5,0,82.5,1.5,0,1.5,55,0,55,1,0,1,0.5,27.5
17322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17321,22801.28889,0,22801.28889,414.5688889,0,414.5688889,23874.58333,0,23874.58333,434.0833333,0,434.0833333,111.9188889,6155.538888
17320,0,0,0,0,0,0,1453.833331,0,1453.833331,26.43333331,0,26.43333331,0,0
17319,1210,0,1210,22,0,22,626.083333,0,626.083333,11.38333333,0,11.38333333,10.61666667,583.9166669
17318,1485,0,1485,27,0,27,1236.583334,0,1236.583334,22.48333334,0,22.48333334,5.58333333,307.0833332
17317,2695,0,2695,49,0,49,2395.25,0,2395.25,43.55,0,43.55,7.41666666,407.9166663
17316,0,0,0,0,0,0,4549.416666,0,4549.416666,82.71666665,0,82.71666665,0,0
17315,2526.577778,0,2526.577778,45.93777778,0,45.93777778,0,0,0,0,0,0,45.93777778,2526.577778
17314,4290,0,4290,78,0,78,3322,0,3322,60.40000001,0,60.40000001,24.9,1369.5
17313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17311,51150,0,51150,930,0,930,1720.583334,0,1720.583334,31.28333334,0,31.28333334,915.5333333,50354.33333
17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17309,8937.5,0,8937.5,162.5,0,162.5,8937.5,0,8937.5,162.5,0,162.5,0,0
17308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17307,1540,0,1540,28,0,28,1952.5,0,1952.5,35.5,0,35.5,0,0
17306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17305,18150.12222,0,18150.12222,330.0022222,0,330.0022222,24480.49999,0,24480.49999,445.0999999,0,445.0999999,13.98333338,769.0833359
17304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17303,1180.025,0,1180.025,21.455,0,21.455,1342.000001,0,1342.000001,24.40000001,0,24.40000001,0.83722222,46.0472221
17302,11000,0,11000,200,0,200,24540.08333,0,24540.08333,446.1833332,0,446.1833332,15,825
17301,1414.630555,0,1414.630555,25.72055555,0,25.72055555,1892.916667,0,1892.916667,34.41666667,0,34.41666667,3.10055555,170.5305553
17300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17299,330,0,330,6,0,6,1481.333334,0,1481.333334,26.93333334,0,26.93333334,0,0
17298,5053.155556,0,5053.155556,91.87555556,0,91.87555556,5911.583332,0,5911.583332,107.4833333,0,107.4833333,2,110
17297,5053.155556,0,5053.155556,91.87555556,0,91.87555556,7748.583332,0,7748.583332,140.8833333,0,140.8833333,1.5,82.5
17296,5053.155556,0,5053.155556,91.87555556,0,91.87555556,7342.499999,0,7342.499999,133.5,0,133.5,2,110
17295,11550,0,11550,210,0,210,1333.75,0,1333.75,24.25,0,24.25,185.75,10216.25
17294,11550,0,11550,210,0,210,6036.25,0,6036.25,109.75,0,109.75,133.75,7356.25
17293,18425,0,18425,335,0,335,32624.16666,0,32624.16666,593.1666666,0,593.1666666,71.15,3913.25
17292,5027,0,5027,91.4,0,91.4,6277.333332,0,6277.333332,114.1333333,0,114.1333333,5.8,319
17291,275,0,275,5,0,5,186.083334,0,186.083334,3.38333334,0,3.38333334,1.61666666,88.9166663
17290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17289,74.25,0,74.25,1.35,0,1.35,0,0,0,0,0,0,1.35,74.25
17288,2557.5,0,2557.5,46.5,0,46.5,10302.41666,0,10302.41666,187.3166666,0,187.3166666,3.73333333,205.3333332
17287,1210,0,1210,22,0,22,1737.999999,0,1737.999999,31.59999999,0,31.59999999,14,770
17286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17285,5788.75,0,5788.75,105.25,0,105.25,8950.333331,0,8950.333331,162.7333333,0,162.7333333,17.96666668,988.1666674
17284,4675,0,4675,85,0,85,6651.333332,0,6651.333332,120.9333333,0,120.9333333,4.40000002,242.0000011
17283,2227.5,0,2227.5,40.5,0,40.5,2762.833333,0,2762.833333,50.23333333,0,50.23333333,2.5,137.5
17282,0,0,0,0,0,0,671,0,671,12.2,0,12.2,0,0
17281,16775,0,16775,305,0,305,17819.08333,0,17819.08333,323.9833333,0,323.9833333,52.71666669,2899.416668
17280,440,0,440,8,0,8,834.166666,0,834.166666,15.16666666,0,15.16666666,0,0
17279,2398,0,2398,43.6,0,43.6,701.25,0,701.25,12.75,0,12.75,30.85,1696.75
17278,3300,0,3300,60,0,60,2695,0,2695,49,0,49,11,605
17277,39284.97222,0,39284.97222,714.2722222,0,714.2722222,137.5,0,137.5,2.5,0,2.5,711.7722222,39147.47222
17276,32518.75,0,32518.75,591.25,0,591.25,20961.41667,0,20961.41667,381.1166667,0,381.1166667,300.9,16549.5
17275,2227.5,0,2227.5,40.5,0,40.5,4004,0,4004,72.8,0,72.8,1.5,82.5
17274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17273,11522.5,0,11522.5,209.5,0,209.5,17877.75,0,17877.75,325.05,0,325.05,17.38333333,956.0833332
17272,3520,0,3520,64,0,64,8353.583332,0,8353.583332,151.8833333,0,151.8833333,2.51666667,138.4166669
17271,23622.5,0,23622.5,429.5,0,429.5,21732.33333,0,21732.33333,395.1333333,0,395.1333333,164.3333333,9038.333334
17270,7425,0,7425,135,0,135,6726.5,0,6726.5,122.3,0,122.3,36.58333334,2012.083334
17269,11550,0,11550,210,0,210,10752.5,0,10752.5,195.5,0,195.5,14.5,797.5
17268,1595,0,1595,29,0,29,452.833334,0,452.833334,8.23333334,0,8.23333334,22.13333333,1217.333333
17267,39284.97222,0,39284.97222,714.2722222,0,714.2722222,0,0,0,0,0,0,714.2722222,39284.97222
17266,10972.5,0,10972.5,199.5,0,199.5,14018.58333,0,14018.58333,254.8833333,0,254.8833333,32.03333333,1761.833333
17265,82.5,0,82.5,1.5,0,1.5,0,0,0,0,0,0,1.5,82.5
17264,16802.5,0,16802.5,305.5,0,305.5,22186.99999,0,22186.99999,403.3999999,0,403.3999999,19.48333334,1071.583334
17263,1100,0,1100,20,0,20,1160.499999,0,1160.499999,21.09999999,0,21.09999999,0,0
17262,26015,0,26015,473,0,473,28488.16666,0,28488.16666,517.9666666,0,517.9666666,72.71666668,3999.416667
17261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17259,0,0,0,0,0,0,1251.25,0,1251.25,22.75,0,22.75,0,0
17258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17256,2035,0,2035,37,0,37,1747.166668,0,1747.166668,31.76666668,0,31.76666668,12.84999999,706.7499995
17255,253,0,253,4.6,0,4.6,285.083333,0,285.083333,5.18333333,0,5.18333333,0,0
17254,2090,0,2090,38,0,38,1921.333332,0,1921.333332,34.93333332,0,34.93333332,13.75000001,756.2500006
17253,18163.75,0,18163.75,330.25,0,330.25,728.75,0,728.75,13.25,0,13.25,325.75,17916.25
17252,4400,0,4400,80,0,80,6499.166666,0,6499.166666,118.1666667,0,118.1666667,0,0
17251,0,0,0,0,0,0,4581.5,0,4581.5,83.3,0,83.3,0,0
17250,6490,0,6490,118,0,118,6588.083332,0,6588.083332,119.7833333,0,119.7833333,45.81666667,2519.916667
17249,12100,0,12100,220,0,220,11760.83333,0,11760.83333,213.8333333,0,213.8333333,8.56666667,471.1666669
17248,3410,0,3410,62,0,62,3632.75,0,3632.75,66.05,0,66.05,0,0
17247,8525,0,8525,155,0,155,5779.583332,0,5779.583332,105.0833333,0,105.0833333,62.60000001,3443.000001
17246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17245,467.5,0,467.5,8.5,0,8.5,1164.166667,0,1164.166667,21.16666667,0,21.16666667,0.16666666,9.1666663
17244,5142.5,0,5142.5,93.5,0,93.5,15959.16666,0,15959.16666,290.1666666,0,290.1666666,0.3,16.5
17243,220,0,220,4,0,4,238.333334,0,238.333334,4.33333334,0,4.33333334,0.48333333,26.58333315
17242,440,0,440,8,0,8,854.333331,0,854.333331,15.53333331,0,15.53333331,1.85000001,101.7500006
17241,1925,0,1925,35,0,35,3344,0,3344,60.79999999,0,60.79999999,6.61666667,363.9166669
17240,1870,0,1870,34,0,34,1791.166668,0,1791.166668,32.56666668,0,32.56666668,11.58333333,637.0833332
17239,990,0,990,18,0,18,2259.583331,0,2259.583331,41.08333331,0,41.08333331,1.15,63.25
17238,3850,0,3850,70,0,70,3520.916664,0,3520.916664,64.01666663,0,64.01666663,16.63333334,914.8333337
17237,1705,0,1705,31,0,31,979,0,979,17.8,0,17.8,13.2,726
17236,3905,0,3905,71,0,71,3588.750002,0,3588.750002,65.25000003,0,65.25000003,15.94999998,877.2499989
17235,1650,0,1650,30,0,30,1118.333333,0,1118.333333,20.33333333,0,20.33333333,11.15,613.25
17234,1650,0,1650,30,0,30,2400.749998,0,2400.749998,43.64999998,0,43.64999998,5.73333333,315.3333332
17233,33034.925,0,33034.925,600.635,0,600.635,2061.583333,0,2061.583333,37.48333333,0,37.48333333,563.1516667,30973.34167
17232,1992.894444,0,1992.894444,36.23444444,0,36.23444444,108.166667,0,108.166667,1.96666667,0,1.96666667,36.23444444,1992.894444
17231,0,0,0,0,0,0,2530,0,2530,46,0,46,0,0
17230,0,0,0,0,0,0,55,0,55,1,0,1,0,0
17229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17228,242,0,242,4.4,0,4.4,0,0,0,0,0,0,4.4,242
17227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17225,3630,0,3630,66,0,66,694.833333,0,694.833333,12.63333333,0,12.63333333,53.36666667,2935.166667
17224,2766.5,0,2766.5,50.3,0,50.3,3960.000001,0,3960.000001,72.00000001,0,72.00000001,0,0
17223,6416.666666,0,6416.666666,116.6666667,0,116.6666667,10192.41667,0,10192.41667,185.3166667,0,185.3166667,19.03333332,1046.833333
17222,4234.999999,0,4234.999999,76.99999999,0,76.99999999,4258.833332,0,4258.833332,77.43333332,0,77.43333332,15.8,869
17221,5852.916667,0,5852.916667,106.4166667,0,106.4166667,6698.999998,0,6698.999998,121.8,0,121.8,25.86666667,1422.666667
17220,8323.333334,0,8323.333334,151.3333333,0,151.3333333,7807.249999,0,7807.249999,141.95,0,141.95,48.08333335,2644.583334
17219,3726.25,0,3726.25,67.75,0,67.75,4725.416666,0,4725.416666,85.91666666,0,85.91666666,14.15,778.25
17218,3685,0,3685,67,0,67,3597.916667,0,3597.916667,65.41666667,0,65.41666667,11.9,654.5
17217,8286.666667,0,8286.666667,150.6666667,0,150.6666667,7678.916662,0,7678.916662,139.6166666,0,139.6166666,34.46666666,1895.666666
17216,3923.333333,0,3923.333333,71.33333333,0,71.33333333,3758.333334,0,3758.333334,68.33333334,0,68.33333334,20.04999999,1102.749999
17215,6797.083333,0,6797.083333,123.5833333,0,123.5833333,9170.333328,0,9170.333328,166.7333333,0,166.7333333,24.40000001,1342.000001
17214,2268.75,0,2268.75,41.25,0,41.25,2735.333334,0,2735.333334,49.73333334,0,49.73333334,8.14999999,448.2499995
17213,302.6222221,0,302.6222221,5.50222222,0,5.50222222,566.5,0,566.5,10.3,0,10.3,0,0
17212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17211,31941.25,55,31886.25,580.75,1,579.75,33333.66666,0,33333.66666,606.0666666,0,606.0666666,112.9333333,6211.333333
17210,35571.25,0,35571.25,646.75,0,646.75,37296.41666,0,37296.41666,678.1166666,0,678.1166666,142.85,7856.750001
17209,35763.75,0,35763.75,650.25,0,650.25,37182.75,0,37182.75,676.05,0,676.05,172.2666667,9474.666667
17208,31817.5,55,31762.5,578.5,1,577.5,37070.91666,0,37070.91666,674.0166666,0,674.0166666,123.75,6806.25
17207,15578.75,0,15578.75,283.25,0,283.25,19192.25,0,19192.25,348.95,0,348.95,28.24999998,1553.749999
17206,13571.25,0,13571.25,246.75,0,246.75,19261.91666,0,19261.91666,350.2166666,0,350.2166666,42.5,2337.5
17205,13571.25,0,13571.25,246.75,0,246.75,22200.75,0,22200.75,403.65,0,403.65,10.53333333,579.3333332
17204,13447.5,0,13447.5,244.5,0,244.5,23959.83333,0,23959.83333,435.6333333,0,435.6333333,28.18333334,1550.083334
17203,34664.66667,0,34664.66667,630.2666667,0,630.2666667,23843.41666,0,23843.41666,433.5166665,0,433.5166665,263.9666667,14518.16667
17202,6668.749999,0,6668.749999,121.25,0,121.25,12333.75,0,12333.75,224.2499999,0,224.2499999,7.78333334,428.0833337
17201,0,0,0,0,0,0,3119.416666,0,3119.416666,56.71666666,0,56.71666666,0,0
17200,3080,0,3080,56,0,56,1341.999999,0,1341.999999,24.39999999,0,24.39999999,41.65,2290.75
17199,4675,0,4675,85,0,85,5637.499999,0,5637.499999,102.5,0,102.5,34.16666666,1879.166666
17198,2296.25,0,2296.25,41.75,0,41.75,2121.166666,0,2121.166666,38.56666666,0,38.56666666,16.08333334,884.5833337
17197,0,0,0,0,0,0,1443.75,0,1443.75,26.25,0,26.25,0,0
17196,0,0,0,0,0,0,151.25,0,151.25,2.75,0,2.75,0,0
17195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17194,1072.5,0,1072.5,19.5,0,19.5,1566.583333,0,1566.583333,28.48333333,0,28.48333333,6.98333333,384.0833332
17193,1758.288889,0,1758.288889,31.96888889,0,31.96888889,3732.666664,0,3732.666664,67.86666664,0,67.86666664,29.13555556,1602.455556
17192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17191,21230,0,21230,386,0,386,30817.41666,0,30817.41666,560.3166666,0,560.3166666,47.88333333,2633.583333
17190,11055,0,11055,201,0,201,10076.91667,0,10076.91667,183.2166667,0,183.2166667,72.21666667,3971.916667
17189,117975,0,117975,2145,0,2145,144833.3333,0,144833.3333,2633.333333,0,2633.333333,0,0
17188,4158.916667,0,4158.916667,75.61666667,0,75.61666667,3733.58333,0,3733.58333,67.88333329,0,67.88333329,25.13333336,1382.333335
17187,4592.5,0,4592.5,83.5,0,83.5,4683.249999,0,4683.249999,85.14999999,0,85.14999999,9.48333333,521.5833332
17186,4565,0,4565,83,0,83,7208.666666,0,7208.666666,131.0666667,0,131.0666667,5.65,310.75
17185,1870,0,1870,34,0,34,2310.916667,0,2310.916667,42.01666667,0,42.01666667,4.88333334,268.5833337
17184,10835,0,10835,197,0,197,6367.166669,0,6367.166669,115.7666667,0,115.7666667,81.2333333,4467.833332
17183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17181,330,0,330,6,0,6,2110.166667,0,2110.166667,38.36666667,0,38.36666667,2.68333333,147.5833332
17180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17179,3176.249998,0,3176.249998,57.74999997,0,57.74999997,2881.083332,0,2881.083332,52.38333332,0,52.38333332,20.18333332,1110.083333
17178,2462.35,0,2462.35,44.77,0,44.77,0,0,0,0,0,0,44.77,2462.35
17177,3135.000001,0,3135.000001,57.00000001,0,57.00000001,2352.166666,0,2352.166666,42.76666666,0,42.76666666,18.96666668,1043.166667
17176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17174,0,0,0,0,0,0,1293.416667,0,1293.416667,23.51666667,0,23.51666667,0,0
17173,2475,0,2475,45,0,45,8150.999999,0,8150.999999,148.2,0,148.2,2.55,140.25
17172,3375.166667,0,3375.166667,61.36666667,0,61.36666667,3093.749999,0,3093.749999,56.24999999,0,56.24999999,22.46666667,1235.666667
17171,0,0,0,0,0,0,9512.25,0,9512.25,172.95,0,172.95,0,0
17170,2859.999999,0,2859.999999,51.99999999,0,51.99999999,2244.916668,0,2244.916668,40.81666668,0,40.81666668,16.93333333,931.3333332
17169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17163,3052.499999,0,3052.499999,55.49999999,0,55.49999999,2890.25,0,2890.25,52.55,0,52.55,17.09999999,940.4999995
17162,101823.3944,0,101823.3944,1851.334444,0,1851.334444,150864.0833,0,150864.0833,2742.983333,0,2742.983333,0,0
17161,7814.583333,0,7814.583333,142.0833333,0,142.0833333,12831.5,0,12831.5,233.3,0,233.3,9.73333333,535.3333332
17160,30800,0,30800,560,0,560,32793.75,0,32793.75,596.25,0,596.25,98.60000004,5423.000002
17159,11495,0,11495,209,0,209,13798.58333,0,13798.58333,250.8833333,0,250.8833333,19.26666665,1059.666666
17158,7521.250001,0,7521.250001,136.75,0,136.75,9945.833334,0,9945.833334,180.8333334,0,180.8333334,22.93333334,1261.333334
17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17153,431.75,0,431.75,7.85,0,7.85,212.666667,0,212.666667,3.86666667,0,3.86666667,3.98333333,219.0833332
17152,1732.5,0,1732.5,31.5,0,31.5,1826,0,1826,33.19999999,0,33.19999999,4.16666668,229.1666674
17151,0,0,0,0,0,0,110,0,110,2,0,2,0,0
17150,0,0,0,0,0,0,361.166666,0,361.166666,6.56666666,0,6.56666666,0,0
17149,27674.28889,0,27674.28889,503.1688889,0,503.1688889,0,0,0,0,0,0,503.1688889,27674.28889
17148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17145,18161,0,18161,330.2,0,330.2,0,0,0,0,0,0,330.2,18161
17144,27674.28889,0,27674.28889,503.1688889,0,503.1688889,0,0,0,0,0,0,503.1688889,27674.28889
17143,8419.644444,0,8419.644444,153.0844444,0,153.0844444,16367.08334,0,16367.08334,297.5833334,0,297.5833334,6.48333334,356.5833337
17142,2795.038889,0,2795.038889,50.81888889,0,50.81888889,3870.166665,0,3870.166665,70.36666665,0,70.36666665,14.2688889,784.7888895
17141,9899.999999,0,9899.999999,180,0,180,10967.91667,0,10967.91667,199.4166667,0,199.4166667,3.41666669,187.916668
17140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17139,950,0,950,19,0,19,1943.166667,0,1943.166667,36.5,0,36.5,3,150
17138,800,0,800,16,0,16,908.083334,0,908.083334,17.95,0,17.95,5.11666667,255.8333335
