IssueNo,IssueType,IssuePartNo,IssueGRNNo,IssueGRNLineNo,IssueWO,IssueWOItemNo,IssueQty,IssueUnitCost,IssueStandardCost,IssueDate,IssueNotes,IssueSubCon,IssueMoveReason,IssueReasonCode,IssueRaisePICredit,IssueHasLength,IssueHasArea,IssueNoOfUnits,IssueDimensionLength,IssueUnitOfLength,IssueDimensionBreadth,IssueUnitOfBreadth,IssueGRNOffcutItemNo,IssueIsReverseWOReclaim,IssueIsRework,IssueReworkReasonID,IssuedBy,StockReceipts
381983,WOIssue,"HJP.26126 298
Size : 160 ....",82623,26,17407,0,25,2.92,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381982,WOIssue,"HJP.26143 297
Size : 310 ....",82623,25,17407,0,2,4.62,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381981,WOIssue,"HJP.26124 291
Size : 280 ....",82623,24,17407,0,1,7.12,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381980,WOIssue,"HJP.26123 288
Size : 2706....",82623,23,17407,0,1,285.08,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381979,WOIssue,"HJP.26122 287
Size : 2706....",82623,22,17407,0,1,253.68,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381978,WOIssue,"HJP.26120 283
Size : 250 ....",82623,21,17407,0,10,2.36,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381977,WOIssue,"HJP.26119 282
Size : 280 ....",82623,20,17407,0,1,7.12,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381976,WOIssue,"HJP.26118 280
Size : 45 x....",82623,19,17407,0,4,0.22,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381975,WOIssue,"HJP.26117 279
Size : 120 ....",82623,18,17407,0,13,1.24,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381974,WOIssue,"HJP.26116 265
Size : 80 x....",82623,17,17407,0,10,1.88,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381973,WOIssue,"HJP.26137 263
Size : 300 ....",82623,16,17407,0,1,7.6,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381972,WOIssue,"HJP.26136 254
Size : 3070....",82623,15,17407,0,1,285.96,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381971,WOIssue,"HJP27017 251
Size : 1682 ....",82623,14,17407,0,1,189.28,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381970,WOIssue,"HJP.26108 247
Size : 1930....",82623,13,17407,0,6,87.61,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381969,WOIssue,"HJP27016 243
Size : 1682 ....",82623,12,17407,0,1,189.28,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381968,WOIssue,"HJP.26093 241
Size : 2706....",82623,11,17407,0,1,285.08,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381967,WOIssue,"HJP.26091 232
Size : 140 ....",82623,10,17407,0,6,4.5,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381966,WOIssue,"HJP.26090 231
Size : 140 ....",82623,9,17407,0,6,4.11,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381965,WOIssue,"HJP.260089 223
Size : 200....",82623,8,17407,0,2,2.82,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381964,WOIssue,"HJP.26088 217
Size : 90 x....",82623,7,17407,0,40,0.92,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381963,WOIssue,"HJP.26087 216
Size : 120 ....",82623,6,17407,0,24,2.6,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381962,WOIssue,"HJP.26088 215
Size : 100 ....",82623,5,17407,0,7,2.13,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381961,WOIssue,"HJP.26144 213
Size : 80 x....",82623,4,17407,0,8,2.72,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381960,WOIssue,"HJP.26131 212
Size : 100 ....",82623,3,17407,0,19,1.51,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381959,WOIssue,"HJP.26084 209
Size : 4326....",82623,2,17407,0,1,578.73,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381958,WOIssue,"HJP.26081 206
Size : 2858....",82623,1,17407,0,1,382.79,0,12-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382508,WOIssue,"UPE PF CHANNEL X 12100MM
....",82891,1,17406,0,1,480,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382503,WOIssue,"PRODUCT CODE  34705.W1607
....",82882,1,17406,0,159,18.2325,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382479,WOIssue,M16 Z/P FORM C FLAT WASHER....,82875,2,17406,0,324,0.08,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382478,WOIssue,M16 X 35 Z/P GR8.8 HEX HT ....,82875,1,17406,0,324,0.39,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382477,WOIssue,SUB001,82871,1,17406,0,1,363.01,0,31-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382473,WOIssue,MC001,82863,2,17406,0,24,17.7,0,01-11-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382472,WOIssue,MC001,82863,1,17406,0,104,29.9,0,01-11-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382238,WOIssue,"UPE PF CHANNEL X 12100MM
....",82735,1,17406,0,1,480,0,21-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382173,WOIssue,M8 X 80 S/C GR12.9 SOCKET ....,82711,22,17406,0,50,0.372,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382172,WOIssue,M8 X 70 S/C GR12.9 SOCKET ....,82711,21,17406,0,31,0.34,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382171,WOIssue,M8 X 60 S/C GR12.9 SOCKET ....,82711,20,17406,0,12,0.232,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382170,WOIssue,M8 X 55 S/C GR12.9 SOCKET ....,82711,19,17406,0,18,0.26,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382169,WOIssue,M8 X 50 S/C GR12.9 SOCKET ....,82711,18,17406,0,51,0.23,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382168,WOIssue,M8 X 40 S/C GR12.9 SOCKET ....,82711,16,17406,0,79,0.15,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382167,WOIssue,M5 X 20 S/C GR10.9 CSK SOC....,82711,15,17406,0,680,0.041,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382166,WOIssue,"NO8 X 1/2"" BLACKED POZI PA....",82711,14,17406,0,680,0.04,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382165,WOIssue,"NO8 X 1/2"" BLACKED POZI PA....",82711,13,17406,0,246,0.03,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382164,WOIssue,M20 X 80 S/C GR8.8 HEX HT ....,82711,12,17406,0,37,0.99,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382163,WOIssue,M20 X 65 S/C GR8.8 HEX HT ....,82711,11,17406,0,10,0.82,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382162,WOIssue,M20 S/C FORM A FLAT WASHER....,82711,10,17406,0,84,0.093,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382161,WOIssue,M20 S/C HEX FULL NUTS DIN9....,82711,9,17406,0,37,0.18,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382160,WOIssue,M16 S/C HEX FULL NUTS DIN9....,82711,8,17406,0,172,0.12,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382159,WOIssue,M10 X 45 S/C GR8.8 HEX HT ....,82711,7,17406,0,12,0.2,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382158,WOIssue,M10 X 40 S/C GR8.8 HEX HT ....,82711,6,17406,0,50,0.19,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382157,WOIssue,M10 X 35 S/C GR8.8 HEX HT ....,82711,5,17406,0,224,0.13,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382156,WOIssue,M10 X 30 S/C GR8.8 HEX HT ....,82711,4,17406,0,353,0.11,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382155,WOIssue,M10 X 25 S/C GR8.8 HEX HT ....,82711,3,17406,0,673,0.076,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382154,WOIssue,M10 S/C FORM A FLAT WASHER....,82711,2,17406,0,1734,0.021,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382153,WOIssue,M10 S/C HEX FULL NUTS DIN9....,82711,1,17406,0,416,0.045,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382126,WOIssue,50 X 50 X 5.0MM SHS HOT FO....,82693,2,17406,0,59.4,10.96,0,18-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382125,WOIssue,40 X 40 X 3.0MM SHS HOT FO....,82693,1,17406,0,19.8,5.46,0,18-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382117,WOIssue,50 X 12.0MM FLAT BAR X 600....,82681,4,17406,0,7,72,0,17-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382116,WOIssue,40 X 40 X 5.0MM RSA  X 600....,82681,3,17406,0,2,48,0,17-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382115,WOIssue,60 X 60 X 10.0MM RSA  X 60....,82681,2,17406,0,1,156,0,17-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382114,WOIssue,65 X 50 X 8.0MM RSA  X 600....,82681,1,17406,0,2,132,0,17-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382045,WOIssue,"ITEM No 59971 
LADDER RZE....",82665,1,17406,0,12,508.11,0,14-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382031,WOIssue,40MM BLACK ROUND BAR X 609....,82645,1,17406,0,2,117,0,13-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381880,WOIssue,CERTIFICATE OF CONFORMITY ....,82586,4,17406,0,1,8,0,10-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381879,WOIssue,CARRIAGE FOR EX STOCK ITEM....,82586,3,17406,0,1,13.5,0,10-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381878,WOIssue,"PRODUCT CODE  34705.W1607
....",82586,2,17406,0,15,18.2325,0,10-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381877,WOIssue,PRODUCT CODE   J0560.AC000....,82586,1,17406,0,241,3.078,0,10-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381874,WOIssue,90MM SOLID ROUND BAR X 305....,82578,4,17406,0,1,377.42,0,07-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381873,WOIssue,90MM SOLID ROUND BAR X 610....,82578,3,17406,0,2,682.84,0,07-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381872,WOIssue,30MM SOLID ROUND BAR X 610....,82578,2,17406,0,1,91.2,0,07-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381871,WOIssue,12MM SOLID ROUND BAR X 610....,82578,1,17406,0,1,18,0,07-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381769,WOIssue,"ITEM No 59971 
LADDER RZE....",82502,1,17406,0,30,508.11,0,03-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381684,WOIssue,100 X 100 X 12MM RSA X 12.....,82463,2,17406,0,5,316.08,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381683,WOIssue,100 X 100 X 12MM RSA X 6/6....,82463,1,17406,0,1,167.28,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381669,WOIssue,42.4OD X 4.0MM CHS HOT FOR....,82456,2,17406,0,4,46.056,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381668,WOIssue,90 X 50 X 5.0MM RHS HOT FO....,82456,1,17406,0,1,121.6,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381661,WOIssue,P.F. CHANNEL 260MM X 75MM ....,82449,1,17406,0,3,487,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381647,WOIssue,60 X 60 X 5.0MM SHS HOT FO....,82439,6,17406,0,1,136.71,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381646,WOIssue,50 X 50 X 5.0MM SHS HOT FO....,82439,5,17406,0,9,10.96,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381645,WOIssue,40 X 40 X 3.0MM SHS HOT FO....,82439,4,17406,0,3,5.46,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381644,WOIssue,100 X 50 X 3.2MM ( offered....,82439,3,17406,0,10,138.6315,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381643,WOIssue,200 X 100 X 8.0MM RHS HOT ....,82439,2,17406,0,8,682.344,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381642,WOIssue,100 X 100 X 6.3MM SHS HOT ....,82439,1,17406,0,83,295.568,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381905,WOIssue,HIRE01,82598,10,17403,0,1,15,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381904,WOIssue,HIRE01,82598,9,17403,0,3,15,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381903,WOIssue,HIRE01,82598,8,17403,0,1,24,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381902,WOIssue,HIRE01,82598,7,17403,0,1,6,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381901,WOIssue,HIRE01,82598,6,17403,0,1,12,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381900,WOIssue,HIRE01,82598,5,17403,0,2,55,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381899,WOIssue,HIRE01,82598,4,17403,0,1,71,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381898,WOIssue,HIRE01,82598,3,17403,0,1,20,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381897,WOIssue,HIRE01,82598,2,17403,0,2,6,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381896,WOIssue,HIRE01,82598,1,17403,0,1,71,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381842,WOIssue,NDT001,82549,1,17403,0,1,264,0,09-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381501,WOIssue,HIRE01,82356,12,17403,0,2,15,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381500,WOIssue,HIRE01,82356,11,17403,0,3,3,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381499,WOIssue,HIRE01,82356,10,17403,0,4,1.2,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381498,WOIssue,HIRE01,82356,9,17403,0,2,0.6,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381497,WOIssue,HIRE01,82356,8,17403,0,2,1.2,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381496,WOIssue,HIRE01,82356,7,17403,0,1,11,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381495,WOIssue,HIRE01,82356,6,17403,0,1,11,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381494,WOIssue,HIRE01,82356,5,17403,0,1,14.2,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381493,WOIssue,HIRE01,82356,4,17403,0,4,1,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381492,WOIssue,HIRE01,82356,3,17403,0,2,0.6,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381491,WOIssue,HIRE01,82356,2,17403,0,2,0.6,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381490,WOIssue,HIRE01,82356,1,17403,0,1,14.2,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381410,WOIssue,HIRE01,82299,1,17403,0,2,25,0,05-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381394,WOIssue,TEES00037622 COR-A-ROSTA P....,82286,1,17403,0,1,330.96,0,01-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382506,WOIssue,FORM001,82884,2,17399,0,2,260,0,02-11-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382505,WOIssue,FORM001,82884,1,17399,0,19,250,0,02-11-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382504,WOIssue,Supply of Strong backs as ....,82883,1,17399,0,9,13.04,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382475,WOIssue,KLEFFMANN &WEESW 360 DEG M....,82869,1,17399,0,1,81.55,0,01-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382474,WOIssue,FORM001,82864,1,17399,0,1,110,0,01-11-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382456,WOIssue,MMM-2138 Pack 20 P3SL Filt....,82852,2,17399,0,1,86.5,0,31-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382455,WOIssue,MMMS-7503 Soft Silicon Hal....,82852,1,17399,0,1,29.15,0,31-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382446,WOIssue,NDT001,82840,1,17399,0,1,1249,0,25-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382424,WOIssue,Supply of Strong backs as ....,82829,1,17399,0,9,13.04,0,29-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382412,WOIssue,OK Flux 10.71 25kg....,82826,2,17399,0,20,59.1,0,28-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382411,WOIssue,Ok Autrod 12.22 4.0mm....,82826,1,17399,0,20,94.32,0,28-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382321,WOIssue,M S Flat Bar Grade S275 JR....,82793,1,17399,0,5,46,0,26-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382319,WOIssue,M S Flat Bar Grade S275 JR....,82790,1,17399,0,1,46,0,26-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382317,WOIssue,Supply of Strong backs as ....,82787,1,17399,0,9,13.04,0,26-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382304,WOIssue,Supply of Strong backs as ....,82778,1,17399,0,9,13.04,0,25-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382301,WOIssue,014-0138625 EB SUBARC FLUX....,82774,2,17399,0,5,42.05,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382300,WOIssue,SO6385 WO17399 STRABAG 013....,82774,1,17399,0,5,68.15,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382292,WOIssue,360 DEGREE INCLINOMETER AN....,82762,2,17399,0,1,28.23,0,20-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382291,WOIssue,AMAZON SO 6385 WO 17399 ST....,82762,1,17399,0,2,14.99,0,21-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382290,WOIssue,HIRE01,82758,1,17399,0,1,3000,0,20-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
