IssueNo,IssueType,IssuePartNo,IssueGRNNo,IssueGRNLineNo,IssueWO,IssueWOItemNo,IssueQty,IssueUnitCost,IssueStandardCost,IssueDate,IssueNotes,IssueSubCon,IssueMoveReason,IssueReasonCode,IssueRaisePICredit,IssueHasLength,IssueHasArea,IssueNoOfUnits,IssueDimensionLength,IssueUnitOfLength,IssueDimensionBreadth,IssueUnitOfBreadth,IssueGRNOffcutItemNo,IssueIsReverseWOReclaim,IssueIsRework,IssueReworkReasonID,IssuedBy,StockReceipts
382130,WOIssue,HIRE01,82697,1,17399,0,1,500,0,18-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382044,WOIssue,TO PURCHASE FORK LIFT TRUC....,82663,1,17399,0,1,2000,0,14-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382040,WOIssue,FORM001,82653,2,17399,0,1,60,0,13-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382039,WOIssue,FORM001,82653,1,17399,0,1,195,0,13-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382038,WOIssue,ESA-10.71/25KG OK FLUX 10.....,82652,2,17399,0,10,59.1,0,13-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382037,WOIssue,QUOTE Q817249 ESA-12.22/4.....,82652,1,17399,0,10,94.32,0,13-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381995,WOIssue,DESDRG001,82632,1,17399,0,1,300,0,15-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381929,WOIssue,NDT001,82611,1,17399,0,1,132.5,0,30-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381914,WOIssue,DELIVERY....,82599,9,17399,0,1,40,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381913,WOIssue,MGKP 1962 4.0MM TIPS (20)....,82599,8,17399,0,2,7.33,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381912,WOIssue,"MGK 2319 9"" EXT PIECE....",82599,7,17399,0,4,51.96,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381911,WOIssue,"MGK 2316 6"" EXT PIECE....",82599,6,17399,0,6,39.73,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381910,WOIssue,"MGK 2314 4"" EXT PIECE....",82599,5,17399,0,4,28.73,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381909,WOIssue,MGKP 2085 CONE....,82599,4,17399,0,2,6.73,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381908,WOIssue,MGT 10574 FERRULE....,82599,3,17399,0,2,4.3,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381907,WOIssue,MGM 8249 FLUX CONE....,82599,2,17399,0,2,47.04,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381906,WOIssue,MGS 10147 RETAINING NUT ....,82599,1,17399,0,2,12.83,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381870,WOIssue,"BLACK FLAT 150MM X 12MM
L....",82577,1,17399,0,6,107.92,0,07-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381867,WOIssue,LOAD01,82570,1,17399,0,1,428,0,05-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381788,WOIssue,15t x 12m Quadplex Flat We....,82521,1,17399,0,2,314.18,0,04-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381786,WOIssue,SO 6385 WO 17399 STRABAG O....,82518,1,17399,0,2,47.92,0,08-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381766,WOIssue,Step Trailer hire (397) (2....,82501,2,17399,0,1,150,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381764,WOIssue,"1"" NPT 3000# HALF COUPLING....",82500,1,17399,0,320,3.15625,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381762,WOIssue,M20 x 125mm Throughbolts (....,82498,1,17399,0,1,97.72,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381758,WOIssue,"76.1 OD x 3.0MM THK CHS 
....",82488,1,17399,0,512,8.13,0,29-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381659,WOIssue,"MH.25619 -DRW AC-SP-31
Si....",82444,6,17399,0,2,1.52,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381658,WOIssue,"MH.25618 -DRW AC-SP-31
Si....",82444,5,17399,0,1,15,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381657,WOIssue,MH.25617-ITEM C07 DRW AC-C....,82444,4,17399,0,1,12.22,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381656,WOIssue,MH.25616-ITEM C06 DRW AC-C....,82444,3,17399,0,1,25.72,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381655,WOIssue,MH.25615-ITEM C05 DRW AC-C....,82444,2,17399,0,2,24.03,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381654,WOIssue,MH.25614-ITEM CO4 DRW AC-C....,82444,1,17399,0,2,120.72,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381641,WOIssue,"400 x 400 x 10MM SHS BOX 
....",82438,1,17399,0,1,1500,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381624,WOIssue,"M20 x 125mm Throughbolt ""M....",82433,1,17399,0,250,1.7101,0,21-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381600,WOIssue,PF CHANNEL 260 X 90 X 35KG....,82413,1,17399,0,8,606.9125,0,15-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381569,WOIssue,CT-8 MOVING SKATE 12T 8 WH....,82397,2,17399,0,11,113,0,14-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381568,WOIssue,CT-6 MOVING SKATE 8T 6 WHE....,82397,1,17399,0,12,79,0,14-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381567,WOIssue,PF CHANNEL 260 X 90 X 35KG....,82396,1,17399,0,4,606.9125,0,14-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381510,WOIssue,1000 x 200 x 18mm thk plat....,82368,1,17399,0,2,86,0,09-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381506,WOIssue,35.00 CONTRACT H172424....,82363,2,17399,0,1,35,0,09-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381505,WOIssue,SO 6385 WO17399 STRABAG 2 ....,82363,1,17399,0,2,93.35,0,08-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381432,WOIssue,"DETAIL 4 LIFTING PAD EYE 
....",82321,1,17399,0,81,17,0,06-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381396,WOIssue,260 X 90 X 35KGM X 6200MPF....,82288,1,17399,0,1,306,0,02-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381373,WOIssue,PFC 380 X 100 X 54KG/M MIL....,82270,1,17399,0,2,1160,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381367,WOIssue,RUD 10.0TE VLBS WELDED EYE....,82260,2,17399,0,52,63.42,0,30-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381366,WOIssue,RUD 6.7TE VLBS WELDED EYE ....,82260,1,17399,0,30,45.62,0,30-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382454,WOIssue,NDT001,82848,1,17397,0,1,116,0,28-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382410,WOIssue,WESTBROOK 310 SOLID WIRE 1....,82824,1,17397,0,2,343.69,0,28-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382323,WOIssue,WB310T 2.4 DIA TIG WIRE 5K....,82795,1,17397,0,1,158,0,26-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382298,WOIssue,CARRIAGE....,82770,2,17397,0,1,20,0,25-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382297,WOIssue,ENERGY SURCHARGE....,82770,1,17397,0,1,11.6,0,25-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382296,WOIssue,WB6310H 1.2 DIA MIG WIRE 1....,82769,1,17397,0,1,544.4,0,25-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381845,WOIssue,NDT001,82552,1,17397,0,1,156.5,0,02-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381809,WOIssue,FORM001,82537,9,17397,0,4,125,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381808,WOIssue,FORM001,82537,8,17397,0,2,195,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381807,WOIssue,FORM001,82537,7,17397,0,3,195,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381806,WOIssue,FORM001,82537,6,17397,0,2,295,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381805,WOIssue,FORM001,82537,5,17397,0,2,195,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381804,WOIssue,FORM001,82537,4,17397,0,2,195,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381803,WOIssue,FORM001,82537,3,17397,0,2,225,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381802,WOIssue,FORM001,82537,2,17397,0,2,395,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381801,WOIssue,FORM001,82537,1,17397,0,4,395,0,06-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381720,WOIssue,ITEM 17 LIFT POINT RE-INFO....,82470,17,17397,0,8,22.5,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381719,WOIssue,ITEM 16 EXTERNAL GUSSET PL....,82470,16,17397,0,24,3.5,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381718,WOIssue,ITEM 15 INTERNAL GUSSET PL....,82470,15,17397,0,24,34,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381717,WOIssue,ITEM 14 SHELL BACKING RING....,82470,14,17397,0,4,304,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381716,WOIssue,ITEM 13 SHELL BACKING RING....,82470,13,17397,0,2,304,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381715,WOIssue,ITEM 12 SHELL BACKING RING....,82470,12,17397,0,3,207,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381714,WOIssue,ITEM 11 SHELL RE-INFORCING....,82470,11,17397,0,12,60.33,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381713,WOIssue,"ITEM 9 SHELL CONE UPPER
3....",82470,9,17397,0,2,1993,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381712,WOIssue,ITEM 8 FORMED SHELL PLATE ....,82470,8,17397,0,2,1324,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381711,WOIssue,ITEM 7 FORMED SHELL PLATE ....,82470,7,17397,0,2,4255,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381710,WOIssue,"ITEM 6 PROFILED FLANGE 2
....",82470,6,17397,0,4,335.75,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381709,WOIssue,"ITEM 5 PROFILED FLANGE 1
....",82470,5,17397,0,4,335.75,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381708,WOIssue,ITEM 4 UPPER FORMED COLLAR....,82470,4,17397,0,2,738,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381707,WOIssue,"ITEM 3 BASE FLANGE 
310S ....",82470,3,17397,0,4,335.75,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381706,WOIssue,ITEM 2 LOWER CONE DETAIL B....,82470,2,17397,0,2,1899,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381705,WOIssue,ITEM 1 SHELL PLATES ( 2 pl....,82470,1,17397,0,4,4255,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382464,WOIssue,J1000 G/W GREY POLY 0.5 G ....,82856,2,17392,0,1,108,0,01-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382463,WOIssue,J1000 G/W GREY POLY 0.5 G ....,82856,1,17392,0,1,38.75,0,01-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382208,WOIssue,GALVANISED & FETTLED PLATE....,82729,1,17392,0,6,23.4,0,20-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382176,WOIssue,70 x 70 x 6.0mm RSA x 6 mt....,82715,1,17392,0,2,48,0,19-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382124,WOIssue,6 X GALVBARGE FLASHING ROO....,82692,1,17392,0,8,18,0,18-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382113,WOIssue,1THINNERS....,82680,1,17392,0,1,9.97,0,01-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381816,WOIssue,2 CABLE EXTENSIONS ALL OFF....,82540,4,17392,0,2,5,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381815,WOIssue,HIRE EARTH AND LIVE WHIP....,82540,3,17392,0,2,3,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381814,WOIssue,HIRE GENERATOR INVOICE 115....,82540,2,17392,0,1,82,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381813,WOIssue,DELIVERY/ COLLECTION....,82540,1,17392,0,1,15,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381461,WOIssue,DELIVERY/ COLLECTION....,82345,5,17392,0,1,15,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381460,WOIssue,HIRE CABLE EXTENSION 15M X....,82345,4,17392,0,1,16,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381459,WOIssue,HIRE LIVE WHIP....,82345,3,17392,0,1,4.8,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381458,WOIssue,HIRE EARTH WHIP....,82345,2,17392,0,1,4.8,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381457,WOIssue,HIRE SHINDAIWA WELDING SET....,82345,1,17392,0,1,131.2,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381404,WOIssue,4 X 2 HALF LITRES OF SMOOT....,82296,1,17392,0,4,29.93,0,02-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381383,WOIssue,DELIVERY CHARGE....,82272,8,17392,0,1,90,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381382,WOIssue,FIXINGS 25MIN + CAPS....,82272,7,17392,0,1000,0.125,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381381,WOIssue,8' X 8' FLASHINGS ....,82272,6,17392,0,8,20,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381380,WOIssue,"J1000  6.W.GREY 0.5 POLY
....",82272,5,17392,0,12,13.5,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381379,WOIssue,"J1000  6.W.GREY 0.5 POLY
....",82272,4,17392,0,17,27.0588,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381378,WOIssue,"J1000  6.W.GREY 0.5 POLY
....",82272,3,17392,0,5,36,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381377,WOIssue,"J1000  6.W.GREY 0.5 POLY
....",82272,2,17392,0,7,21.6,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381376,WOIssue,"J1000  6.W.GREY 0.5 POLY
....",82272,1,17392,0,16,38.75,0,31-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382502,WOIssue,"Pressed plate, 90, 150 & 1....",82881,7,17390,0,2,95,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382501,WOIssue,"Rolled band segment, 90°, ....",82881,6,17390,0,2,38,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382500,WOIssue,"Pressed profile, 90, 150 &....",82881,5,17390,0,2,95,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382499,WOIssue,"Pressed plate, 90, 150 & 1....",82881,4,17390,0,2,95,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382498,WOIssue,"Pressed angle, 90°, 210 x ....",82881,3,17390,0,2,30,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382497,WOIssue,"Pressed profile, 90, 150 &....",82881,2,17390,0,2,95,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382496,WOIssue,"Pressed plate, 150 & 126°,....",82881,1,17390,0,30,30,0,02-11-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382367,WOIssue,LUMP SUM COST INCLUDING CA....,82814,25,17390,0,1,962,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382366,WOIssue,"DRAWING REF 4916555
PART ....",82814,24,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382365,WOIssue,"DRAWING REF 4916555
PART ....",82814,23,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382364,WOIssue,"DRAWING REF 4916555
PART ....",82814,22,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382363,WOIssue,"DRAWING REF 4916555
PART ....",82814,21,17390,0,10,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382362,WOIssue,"DRAWING REF 4916555
PART ....",82814,20,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382361,WOIssue,"DRAWING REF 4916549
PART ....",82814,19,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382360,WOIssue,"DRAWING REF 4916549
PART ....",82814,18,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382359,WOIssue,"DRAWING REF 4916549
PART ....",82814,17,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382358,WOIssue,"DRAWING REF 4916549
PART ....",82814,14,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382357,WOIssue,"DRAWING REF 4916549
PART ....",82814,13,17390,0,6,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382356,WOIssue,"DRAWING REF 4916543
PART ....",82814,12,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382355,WOIssue,"DRAWING REF 4916543
PART ....",82814,11,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382354,WOIssue,"DRAWING REF 4916543
PART ....",82814,10,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382353,WOIssue,"DRAWING REF 4916543
PART ....",82814,9,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382352,WOIssue,"DRAWING REF 4916543
PART ....",82814,8,17390,0,10,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382351,WOIssue,"DRAWING REF 4916527
PART ....",82814,7,17390,0,4,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382350,WOIssue,"DRAWING REF 4916527
PART ....",82814,6,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382349,WOIssue,"DRAWING REF 4916527
PART ....",82814,5,17390,0,6,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
