WO,Line,Percent Complete*
14886,110,100
14888,110,100
14889,110,100
14892,110,100
14893,110,100
14894,110,100
14903,110,20
14907,110,100
14908,110,100
14911,110,100
14914,110,50
14915,110,100
15094,110,100
15095,110,100
15096,110,100
15097,110,100
15099,110,100
15100,110,100
15101,110,100
15102,110,100
15104,110,100
15105,110,100
15106,110,100
15107,110,100
15140,110,55
15150,110,100
15179,110,100
15180,110,100
15182,110,100
15183,110,100
15184,110,50
15196,110,100
15289,110,100
15498,110,100
15500,110,100
15502,110,75
15503,110,100
15505,110,100
15509,110,100
15842,110,75
15843,110,100
15845,110,100
15846,110,100
15847,110,100
15848,110,50
15883,110,80
15884,110,100
15938,110,100
15939,110,100
16042,110,100
16197,110,100
16230,110,100
16304,110,100
16328,110,100
16331,110,100
16365,110,99
16366,110,45
16373,110,100
16396,110,100
16399,110,100
16400,110,85
16401,110,100
16409,110,95
16416,110,100
16430,110,100
16431,110,100
16441,110,100
16447,110,100
16448,110,78
16449,110,98
16454,110,100
16455,110,100
16459,110,100
16461,110,100
16499,110,100
16500,110,90
16502,110,100
16503,110,100
16528,110,100
16531,110,100
16533,110,90
16534,110,100
16536,110,100
16537,110,100
16572,110,95
16574,110,100
16575,110,95
16585,110,100
16586,110,85
16588,110,100
16589,110,100
16604,110,100
16605,110,100
16617,110,100
16628,110,100
16633,110,100
16634,110,100
16635,110,35
16636,110,100
16637,110,100
16638,110,5
16639,110,100
16640,110,90
16641,110,100
16642,110,15
16643,110,90
16644,110,100
16652,110,100
16663,110,100
16664,110,100
16665,110,100
16666,110,100
16672,110,100
16673,110,100
16674,110,100
16677,110,100
16680,110,100
16681,110,100
16682,110,100
16683,110,100
16684,110,100
16700,110,5
16701,110,25
16703,110,5
16704,110,65
16705,110,90
16706,110,40
16707,110,25
16708,110,100
16709,110,100
16710,110,15
16711,110,50
16714,110,100
16725,110,100
16730,110,100
16734,110,100
16735,110,100
16736,110,100
16737,110,100
16738,110,100
16739,110,100
16788,110,100
16789,110,100
16790,110,100
16791,110,100
16792,110,100
16848,110,100
16859,110,100
16902,110,100
16905,110,100
16926,110,100
16927,110,100
16928,110,100
16929,110,100
16930,110,100
16931,110,100
16932,110,100
16933,110,100
16934,110,100
16958,110,100
16959,110,100
16966,110,50
17023,110,100
17048,110,100
17052,110,100
17053,110,15
17054,110,100
17058,110,100
17059,110,95
17063,110,100
17073,110,100
17076,110,100
17078,110,100
17079,110,100
17091,110,100
17092,110,100
17113,110,95
17114,110,100
17117,110,100
17123,110,100
17126,110,100
17127,110,100
17129,110,100
17130,110,100
17131,110,100
17132,110,100
17141,110,100
17143,110,100
17158,110,100
17159,110,100
17160,110,100
17161,110,100
17163,110,100
17170,110,100
17177,110,100
17179,110,100
17188,110,100
17190,110,100
17191,110,100
17198,110,50
17202,110,100
17203,110,100
17204,110,100
17205,110,100
17206,110,100
17207,110,100
17208,110,100
17209,110,100
17210,110,100
17211,110,100
17214,110,100
17215,110,100
17216,110,100
17217,110,100
17218,110,100
17219,110,100
17221,110,100
17222,110,100
17223,110,100
17250,110,100
17262,110,100
17264,110,100
17266,110,100
17270,110,100
17271,110,100
17273,110,100
17276,110,100
17281,110,100
17284,110,100
17285,110,100
17288,110,100
17293,110,100
17305,110,100
17330,110,100
17331,110,100
17340,110,100
17341,110,100
17345,110,100
17362,110,100
17367,110,100
17372,110,100
17397,110,100
17407,110,40
17408,110,45
17416,110,100
17457,110,100
17458,110,90
17459,110,80
17460,110,95
17461,110,95
17462,110,85
17463,110,100
16714,115,100
17073,115,40
17194,115,100
17324,115,100
17463,115,100
14518,120,100
14582,120,100
14657,120,99
14662,120,100
14687,120,100
14696,120,100
14697,120,100
14698,120,100
14699,120,100
14700,120,100
14706,120,100
14722,120,50
14735,120,100
14736,120,100
14782,120,100
14786,120,100
14791,120,100
14792,120,100
14793,120,100
14798,120,100
14800,120,100
14801,120,100
14802,120,100
14806,120,100
14811,120,100
14812,120,100
14813,120,100
14829,120,100
14830,120,100
14831,120,100
14834,120,100
14835,120,100
14836,120,100
14837,120,100
14878,120,100
14879,120,100
14880,120,100
14883,120,100
14884,120,100
14885,120,100
14886,120,100
14888,120,100
14889,120,100
14892,120,100
14893,120,100
14894,120,100
14907,120,100
14908,120,100
14911,120,100
14914,120,100
14915,120,100
15094,120,100
15095,120,100
15096,120,100
15097,120,100
15099,120,100
15100,120,100
15101,120,100
15102,120,100
15104,120,100
15105,120,100
15106,120,100
15107,120,100
15115,120,100
15179,120,100
15180,120,100
15182,120,100
15183,120,100
15196,120,100
15289,120,100
15498,120,100
15500,120,100
15502,120,100
15503,120,100
15509,120,100
15512,120,100
15842,120,25
15843,120,100
15845,120,100
15846,120,100
15847,120,100
15848,120,100
15883,120,10
15884,120,100
15938,120,100
15939,120,100
16042,120,100
16197,120,100
16230,120,100
16328,120,100
16331,120,100
16365,120,85
16366,120,75
16396,120,100
16399,120,100
16400,120,100
16401,120,100
16409,120,100
16430,120,100
16431,120,100
16441,120,100
16448,120,100
16449,120,100
16454,120,100
16459,120,100
16461,120,100
16499,120,100
16500,120,100
16501,120,100
16502,120,100
16503,120,100
16528,120,100
16536,120,100
16537,120,100
16572,120,100
16574,120,100
16575,120,95
16577,120,80
16585,120,100
16586,120,100
16588,120,100
16589,120,100
16604,120,100
16605,120,100
16617,120,100
16628,120,100
16633,120,100
16634,120,100
16635,120,100
16637,120,100
16638,120,100
16642,120,100
16643,120,100
16644,120,100
16652,120,100
16663,120,100
16664,120,100
16665,120,100
16666,120,100
16672,120,100
16673,120,100
16674,120,100
16677,120,100
16681,120,100
16682,120,100
16683,120,100
16705,120,100
16706,120,100
16708,120,100
16709,120,100
16710,120,100
16714,120,100
16730,120,100
16733,120,100
16734,120,100
16735,120,100
16736,120,100
16737,120,100
16738,120,100
16788,120,100
16789,120,100
16790,120,100
16791,120,100
16792,120,100
16848,120,100
16893,120,95
16902,120,100
16926,120,100
16927,120,100
16928,120,100
16929,120,100
16930,120,100
16931,120,100
16932,120,100
16933,120,100
16934,120,100
16958,120,100
17023,120,100
17048,120,100
17051,120,100
17063,120,100
17073,120,70
17075,120,100
17078,120,100
17079,120,100
17080,120,100
17081,120,100
17091,120,100
17092,120,100
17114,120,100
17126,120,100
17127,120,100
17129,120,100
17130,120,100
17131,120,100
17132,120,100
17141,120,100
17143,120,100
17158,120,100
17159,120,100
17160,120,100
17161,120,100
17163,120,100
17170,120,100
17177,120,100
17179,120,100
17188,120,100
17190,120,100
17191,120,100
17194,120,100
17202,120,100
17203,120,100
17204,120,100
17205,120,100
17206,120,100
17207,120,100
17208,120,100
17209,120,100
17210,120,100
17211,120,100
17214,120,100
17215,120,100
17216,120,100
17217,120,100
17218,120,100
17219,120,100
17220,120,15
17221,120,100
17222,120,100
17223,120,100
17247,120,100
17262,120,100
17264,120,100
17266,120,100
17270,120,100
17271,120,100
17273,120,100
17276,120,100
17281,120,100
17284,120,100
17285,120,100
17288,120,100
17293,120,100
17305,120,100
17324,120,100
17330,120,100
17331,120,100
17332,120,100
17338,120,100
17339,120,100
17340,120,100
17341,120,100
17342,120,100
17343,120,100
17344,120,100
17345,120,100
17346,120,100
17347,120,100
17362,120,100
17367,120,100
17372,120,100
17463,120,100
17469,120,100
17481,120,100
17482,120,100
14786,125,100
16230,125,100
16643,125,100
17079,125,100
17190,125,100
17194,125,100
14518,130,100
14582,130,100
14657,130,100
14662,130,100
14687,130,50
14696,130,100
14697,130,100
14698,130,100
14699,130,100
14706,130,100
14735,130,100
14782,130,100
14786,130,10
14791,130,100
14792,130,100
14793,130,100
14798,130,100
14800,130,100
14801,130,100
14802,130,100
14807,130,100
14811,130,100
14812,130,100
14813,130,100
14829,130,100
14830,130,100
14831,130,100
14834,130,100
14835,130,100
14836,130,100
14837,130,100
14862,130,100
14878,130,100
14879,130,100
14880,130,100
14883,130,100
14884,130,100
14885,130,100
14886,130,100
14888,130,40
14892,130,100
14893,130,20
14894,130,100
14907,130,100
14908,130,100
14911,130,100
14914,130,100
14915,130,100
15094,130,100
15095,130,100
15096,130,100
15097,130,100
15099,130,100
15100,130,100
15101,130,100
15102,130,100
15104,130,100
15105,130,100
15106,130,100
15107,130,100
15115,130,100
15179,130,100
15180,130,100
15182,130,100
15183,130,100
15184,130,100
15196,130,100
15289,130,100
15498,130,100
15503,130,100
15509,130,100
15843,130,100
15845,130,75
15846,130,100
15847,130,100
15848,130,100
15884,130,50
15938,130,100
15939,130,100
16042,130,100
16197,130,100
16230,130,100
16304,130,100
16328,130,100
16331,130,100
16366,130,100
16396,130,100
16401,130,100
16409,130,95
16416,130,100
16430,130,100
16431,130,100
16441,130,100
16447,130,100
16448,130,100
16454,130,100
16459,130,100
16461,130,100
16500,130,100
16502,130,100
16503,130,100
16528,130,100
16531,130,100
16533,130,95
16534,130,95
16536,130,100
16537,130,100
16572,130,100
16574,130,100
16575,130,85
16577,130,100
16585,130,100
16586,130,100
16588,130,100
16589,130,100
16604,130,100
16617,130,100
16628,130,100
16633,130,100
16634,130,100
16637,130,100
16638,130,100
16639,130,100
16640,130,100
16641,130,100
16642,130,90
16643,130,100
16644,130,15
16663,130,100
16664,130,100
16665,130,100
16672,130,100
16673,130,100
16674,130,80
16677,130,100
16681,130,100
16682,130,100
16683,130,100
16684,130,100
16701,130,5
16704,130,35
16706,130,40
16707,130,75
16708,130,100
16709,130,100
16710,130,40
16714,130,100
16725,130,100
16730,130,100
16734,130,100
16735,130,100
16737,130,100
16738,130,100
16739,130,100
16780,130,100
16848,130,100
16860,130,100
16902,130,100
16926,130,100
16927,130,100
16928,130,100
16929,130,100
16930,130,100
16931,130,100
16932,130,100
16933,130,100
16934,130,100
17023,130,100
17048,130,100
17052,130,100
17053,130,100
17054,130,100
17059,130,95
17063,130,100
17068,130,100
17073,130,25
17075,130,100
17078,130,100
17079,130,100
17080,130,100
17081,130,100
17091,130,100
17113,130,95
17114,130,100
17126,130,100
17127,130,100
17129,130,100
17130,130,100
17131,130,100
17132,130,100
17141,130,100
17143,130,100
17158,130,100
17159,130,100
17160,130,100
17161,130,100
17163,130,100
17170,130,100
17177,130,100
17179,130,100
17188,130,100
17190,130,100
17191,130,100
17194,130,100
17202,130,100
17203,130,100
17204,130,100
17205,130,100
17206,130,100
17207,130,100
17208,130,100
17209,130,100
17210,130,100
17211,130,100
17214,130,100
17215,130,100
17216,130,100
17218,130,100
17219,130,100
17220,130,100
17221,130,100
17222,130,100
17223,130,100
17247,130,100
17262,130,100
17264,130,100
17266,130,100
17270,130,100
17273,130,100
17276,130,100
17281,130,100
17284,130,100
17288,130,100
17293,130,100
17305,130,100
17324,130,100
17338,130,100
17339,130,100
17340,130,100
17341,130,100
17342,130,100
17343,130,100
17344,130,100
17345,130,100
17346,130,100
17347,130,100
17362,130,100
17372,130,100
17397,130,60
17416,130,100
17463,130,100
17469,130,100
17481,130,100
17482,130,100
17463,131,100
17463,132,100
14801,135,100
16230,135,100
17079,135,100
17463,135,100
14582,140,100
14657,140,100
14662,140,100
14696,140,100
14697,140,100
14698,140,100
14699,140,100
14706,140,100
14735,140,100
14736,140,100
14782,140,100
14791,140,100
14792,140,100
14793,140,100
14798,140,100
14800,140,100
14801,140,100
14802,140,100
14807,140,100
14811,140,100
14812,140,100
14813,140,100
14834,140,100
14835,140,100
14836,140,100
14837,140,100
14878,140,100
14879,140,100
14880,140,100
14883,140,100
14889,140,100
14892,140,100
14893,140,100
14894,140,50
14907,140,100
14908,140,100
14911,140,100
14915,140,100
15094,140,100
15095,140,100
15096,140,100
15097,140,100
15099,140,100
15100,140,100
15101,140,100
15104,140,100
15105,140,100
15106,140,100
15107,140,100
15115,140,100
15150,140,100
15179,140,100
15180,140,100
15182,140,100
15183,140,100
15184,140,100
15196,140,100
15289,140,100
15498,140,100
15500,140,100
15502,140,15
15503,140,100
15509,140,100
15843,140,100
15845,140,75
15846,140,100
15847,140,100
15848,140,100
15884,140,50
15938,140,100
15939,140,100
16042,140,100
16197,140,100
16230,140,20
16304,140,100
16328,140,100
16331,140,100
16365,140,95
16366,140,75
16396,140,100
16399,140,100
16400,140,100
16401,140,100
16409,140,100
16416,140,100
16430,140,100
16431,140,100
16441,140,100
16447,140,100
16454,140,100
16459,140,100
16461,140,100
16500,140,100
16501,140,100
16502,140,100
16503,140,100
16528,140,100
16531,140,100
16533,140,100
16536,140,100
16537,140,100
16572,140,100
16574,140,100
16575,140,100
16585,140,100
16586,140,100
16589,140,100
16604,140,100
16617,140,100
16628,140,100
16652,140,100
16663,140,100
16664,140,100
16665,140,100
16672,140,100
16673,140,100
16674,140,100
16677,140,100
16680,140,100
16682,140,100
16714,140,100
16730,140,100
16733,140,100
16734,140,100
16735,140,100
16736,140,100
16737,140,100
16738,140,100
16739,140,100
16780,140,100
16848,140,100
16926,140,100
16927,140,100
16928,140,100
16929,140,100
16930,140,100
16931,140,100
16932,140,100
16933,140,100
16934,140,100
16959,140,100
17023,140,100
17051,140,100
17052,140,100
17053,140,100
17054,140,100
17063,140,100
17068,140,100
17073,140,75
17075,140,100
17078,140,100
17079,140,100
17080,140,100
17081,140,100
17092,140,100
17114,140,100
17126,140,100
17127,140,100
17129,140,100
17131,140,100
17141,140,100
17143,140,100
17158,140,100
17159,140,100
17160,140,100
17161,140,100
17163,140,100
17170,140,100
17177,140,100
17179,140,100
17188,140,100
17190,140,100
17191,140,100
17202,140,100
17203,140,100
17204,140,100
17205,140,100
17206,140,100
17207,140,100
17208,140,100
17209,140,100
17210,140,100
17211,140,100
17214,140,100
17215,140,100
17216,140,100
17217,140,100
17218,140,100
17219,140,100
17220,140,100
17221,140,100
17222,140,100
17223,140,100
17247,140,100
17262,140,100
17264,140,100
17266,140,100
17270,140,100
17271,140,100
17273,140,100
17276,140,100
17281,140,100
17284,140,100
17285,140,100
17288,140,100
17293,140,100
17305,140,100
17324,140,100
17330,140,100
17362,140,100
17372,140,100
17380,140,100
17416,140,100
17463,140,100
17469,140,100
17481,140,100
17482,140,100
16714,145,100
17132,145,100
17463,145,100
14518,150,100
14582,150,100
14657,150,100
14662,150,100
14687,150,30
14696,150,100
14697,150,100
14698,150,100
14699,150,100
14706,150,100
14735,150,100
14736,150,100
14782,150,100
14786,150,100
14791,150,100
14792,150,100
14793,150,100
14798,150,100
14800,150,100
14801,150,100
14802,150,100
14811,150,100
14813,150,100
14829,150,100
14830,150,100
14831,150,100
14832,150,100
14834,150,100
14835,150,100
14836,150,100
14837,150,100
14862,150,90
14878,150,100
14879,150,100
14880,150,100
14881,150,100
14883,150,100
14884,150,100
14885,150,100
14886,150,100
14889,150,100
14893,150,100
14894,150,100
14907,150,100
14908,150,100
14911,150,100
14915,150,100
15094,150,100
15095,150,100
15096,150,100
15097,150,100
15099,150,100
15100,150,100
15101,150,100
15102,150,100
15104,150,100
15105,150,100
15106,150,100
15107,150,100
15180,150,100
15182,150,100
15183,150,100
15196,150,100
15289,150,100
15498,150,100
15500,150,100
15503,150,100
15843,150,100
15845,150,50
15846,150,100
15847,150,100
15848,150,100
15884,150,100
15938,150,100
15939,150,100
16042,150,100
16197,150,100
16230,150,100
16304,150,100
16328,150,100
16331,150,100
16365,150,100
16366,150,75
16396,150,100
16399,150,100
16400,150,100
16401,150,100
16409,150,95
16430,150,100
16431,150,100
16441,150,100
16447,150,100
16454,150,100
16459,150,100
16461,150,100
16500,150,100
16502,150,100
16503,150,100
16528,150,100
16536,150,100
16537,150,100
16572,150,100
16574,150,100
16585,150,100
16586,150,100
16589,150,100
16604,150,100
16617,150,100
16628,150,100
16633,150,100
16634,150,100
16638,150,100
16640,150,100
16641,150,100
16642,150,100
16644,150,100
16652,150,100
16663,150,100
16664,150,100
16665,150,100
16672,150,100
16673,150,100
16674,150,100
16677,150,100
16681,150,100
16682,150,100
16705,150,100
16706,150,100
16707,150,100
16708,150,100
16709,150,100
16710,150,100
16714,150,100
16730,150,100
16733,150,100
16734,150,100
16735,150,100
16736,150,100
16737,150,100
16738,150,100
16739,150,20
16848,150,100
16860,150,100
16926,150,100
16927,150,100
16928,150,100
16929,150,100
16930,150,100
16931,150,100
16932,150,100
16933,150,100
16934,150,100
17023,150,100
17048,150,100
17051,150,100
17052,150,100
17053,150,50
17054,150,100
17068,150,100
17075,150,100
17078,150,100
17080,150,100
17081,150,100
17092,150,100
17113,150,100
17114,150,100
17124,150,100
17126,150,100
17127,150,100
17129,150,100
17130,150,100
17131,150,100
17158,150,100
17159,150,100
17160,150,100
17161,150,100
17163,150,100
17170,150,100
17177,150,100
17179,150,100
17188,150,100
17190,150,100
17191,150,100
17203,150,100
17204,150,100
17205,150,100
17206,150,100
17207,150,100
17208,150,100
17209,150,100
17210,150,100
17211,150,100
17214,150,100
17215,150,100
17216,150,100
17217,150,100
17218,150,100
17219,150,100
17220,150,100
17221,150,100
17222,150,100
17223,150,100
17262,150,100
17264,150,100
17266,150,100
17270,150,100
17271,150,100
17273,150,100
17276,150,100
17281,150,100
17284,150,100
17285,150,100
17288,150,100
17293,150,100
17305,150,100
17324,150,100
17340,150,100
17341,150,100
17342,150,100
17343,150,100
17344,150,100
17345,150,100
17346,150,100
17362,150,100
17372,150,100
17416,150,100
17463,150,100
17481,150,100
16714,154,100
16739,155,100
14518,160,100
14582,160,100
14657,160,100
14696,160,100
14697,160,100
14699,160,100
14735,160,100
14736,160,100
14782,160,100
14786,160,40
14791,160,100
14792,160,100
14793,160,100
14798,160,100
14800,160,100
14801,160,100
14802,160,100
14807,160,100
14811,160,100
14812,160,100
14813,160,50
14829,160,100
14830,160,100
14831,160,100
14832,160,100
14834,160,100
14835,160,100
14836,160,100
14837,160,100
14878,160,100
14879,160,100
14880,160,100
14881,160,100
14883,160,100
14884,160,100
14885,160,100
14886,160,100
14893,160,100
14907,160,100
14908,160,100
14911,160,100
14915,160,100
15094,160,100
15095,160,100
15096,160,100
15097,160,100
15099,160,100
15100,160,100
15101,160,100
15102,160,100
15104,160,100
15105,160,100
15106,160,100
15107,160,100
15179,160,100
15180,160,100
15182,160,100
15183,160,100
15184,160,100
15196,160,100
15289,160,100
15498,160,100
15500,160,100
15503,160,100
15504,160,25
15509,160,50
15843,160,100
15847,160,100
15848,160,100
15938,160,100
15939,160,100
16042,160,100
16197,160,100
16230,160,100
16304,160,10
16328,160,100
16331,160,100
16365,160,100
16366,160,100
16396,160,100
16399,160,90
16400,160,90
16401,160,100
16409,160,0
16416,160,100
16430,160,100
16431,160,100
16441,160,100
16447,160,100
16454,160,100
16459,160,100
16461,160,100
16500,160,100
16501,160,100
16502,160,100
16503,160,100
16528,160,100
16531,160,100
16536,160,100
16537,160,100
16577,160,100
16585,160,100
16586,160,100
16604,160,100
16617,160,100
16628,160,100
16634,160,100
16635,160,100
16636,160,100
16638,160,100
16641,160,100
16643,160,100
16652,160,100
16663,160,100
16664,160,100
16665,160,100
16672,160,100
16673,160,100
16674,160,100
16677,160,100
16684,160,100
16707,160,100
16714,160,100
16730,160,100
16733,160,100
16734,160,100
16735,160,100
16736,160,100
16737,160,100
16738,160,100
16739,160,25
16780,160,100
16848,160,100
16926,160,100
16927,160,100
16928,160,100
16929,160,100
16930,160,100
16931,160,100
16932,160,100
16933,160,100
16934,160,100
16966,160,5
17023,160,100
17051,160,100
17052,160,100
17053,160,100
17054,160,100
17068,160,100
17078,160,100
17080,160,100
17081,160,100
17092,160,100
17113,160,100
17114,160,100
17124,160,100
17126,160,100
17127,160,100
17129,160,100
17131,160,100
17141,160,100
17158,160,100
17159,160,100
17160,160,100
17161,160,100
17163,160,100
17170,160,100
17177,160,100
17179,160,100
17188,160,100
17190,160,90
17191,160,100
17203,160,100
17204,160,100
17205,160,100
17206,160,100
17207,160,100
17208,160,100
17209,160,100
17210,160,100
17211,160,100
17214,160,100
17215,160,100
17216,160,100
17217,160,100
17218,160,100
17219,160,100
17220,160,100
17221,160,100
17222,160,95
17223,160,100
17247,160,100
17262,160,100
17264,160,100
17266,160,100
17270,160,100
17271,160,100
17273,160,100
17276,160,100
17281,160,100
17284,160,100
17285,160,100
17288,160,100
17293,160,100
17305,160,100
17324,160,100
17330,160,100
17340,160,100
17341,160,100
17342,160,100
17343,160,100
17345,160,100
17362,160,100
17372,160,100
17407,160,60
17408,160,60
17416,160,100
17423,160,10
17424,160,10
17425,160,10
17426,160,10
17427,160,10
17428,160,5
17429,160,10
17430,160,10
17431,160,10
17432,160,5
17433,160,5
17434,160,10
17435,160,5
17436,160,10
17437,160,10
17438,160,10
17439,160,5
17440,160,5
17441,160,5
17442,160,5
17443,160,5
17444,160,5
17445,160,5
17446,160,5
17447,160,10
17448,160,10
17449,160,10
17450,160,10
17451,160,10
17452,160,10
17453,160,10
17454,160,10
17455,160,5
17456,160,10
17457,160,10
17458,160,10
17459,160,10
17460,160,10
17461,160,10
17462,160,10
17463,160,100
17469,160,90
17481,160,100
16399,165,55
16400,165,50
16441,165,100
16577,165,100
16643,165,100
14518,170,100
14582,170,100
14657,170,30
14696,170,100
14697,170,100
14699,170,100
14706,170,100
14735,170,100
14736,170,100
14782,170,100
14791,170,100
14792,170,100
14793,170,100
14798,170,100
14800,170,100
14801,170,100
14802,170,100
14811,170,100
14812,170,100
14813,170,100
14829,170,100
14830,170,100
14831,170,50
14832,170,50
14834,170,100
14835,170,100
14836,170,100
14837,170,100
14862,170,100
14878,170,100
14879,170,100
14880,170,100
14881,170,100
14883,170,100
14884,170,100
14885,170,100
14886,170,100
14893,170,100
14894,170,100
14907,170,100
14908,170,100
14911,170,100
14915,170,100
15094,170,100
15095,170,100
15096,170,100
15097,170,100
15099,170,100
15100,170,100
15101,170,100
15102,170,100
15104,170,100
15105,170,100
15106,170,100
15107,170,100
15180,170,100
15182,170,100
15183,170,100
15184,170,100
15196,170,100
15289,170,100
15498,170,100
15500,170,100
15503,170,100
15843,170,100
15847,170,100
15848,170,100
15884,170,80
15938,170,100
15939,170,50
16042,170,100
16197,170,75
16230,170,100
16304,170,100
16328,170,100
16331,170,10
16365,170,100
16366,170,100
16396,170,100
16401,170,100
16409,170,100
16416,170,90
16430,170,100
16431,170,100
16441,170,100
16447,170,100
16454,170,100
16461,170,100
16500,170,100
16501,170,100
16502,170,100
16503,170,100
16528,170,100
16536,170,100
16537,170,100
16572,170,100
16574,170,100
16577,170,100
16585,170,100
16586,170,100
16604,170,20
16617,170,100
16628,170,100
16633,170,100
16634,170,100
16663,170,100
16665,170,100
16672,170,100
16673,170,100
16674,170,100
16677,170,100
16714,170,100
16730,170,100
16733,170,100
16734,170,100
16735,170,100
16736,170,100
16737,170,100
16738,170,100
16848,170,100
16926,170,100
16927,170,100
16928,170,100
16929,170,100
16930,170,100
16931,170,100
16932,170,100
16933,170,100
16934,170,100
17023,170,100
17051,170,100
17075,170,100
17078,170,100
17080,170,100
17081,170,100
17113,170,50
17114,170,100
17124,170,100
17126,170,100
17127,170,100
17129,170,100
17131,170,100
17158,170,100
17159,170,100
17160,170,100
17161,170,100
17163,170,100
17170,170,100
17179,170,100
17188,170,100
17191,170,100
17203,170,100
17204,170,100
17205,170,100
17206,170,100
17207,170,100
17208,170,100
17209,170,100
17210,170,100
17211,170,100
17215,170,100
17216,170,100
17217,170,100
17218,170,75
17219,170,100
17220,170,100
17221,170,100
17222,170,100
17223,170,100
17247,170,100
17262,170,100
17264,170,100
17266,170,100
17270,170,100
17273,170,100
17276,170,100
17281,170,100
17284,170,100
17288,170,100
17293,170,100
17305,170,100
17324,170,100
17340,170,100
17341,170,100
17342,170,100
17343,170,100
17344,170,50
17345,170,100
17346,170,20
17362,170,95
17372,170,100
17380,170,100
17397,170,10
17407,170,60
17408,170,65
17416,170,100
17463,170,100
16585,171,100
16585,172,100
16577,175,100
14518,180,100
14582,180,100
14657,180,98
14696,180,100
14697,180,100
14699,180,100
14706,180,100
14735,180,100
14736,180,100
14782,180,100
14786,180,40
14792,180,100
14793,180,100
14798,180,100
14800,180,100
14801,180,100
14802,180,100
14811,180,100
14812,180,100
14829,180,75
14830,180,100
14831,180,50
14832,180,10
14834,180,100
14835,180,100
14836,180,100
14837,180,100
14862,180,100
14878,180,100
14879,180,100
14880,180,100
14881,180,100
14883,180,100
14884,180,100
14885,180,100
14886,180,100
14889,180,100
14893,180,100
14894,180,100
14907,180,100
14908,180,100
14911,180,100
14915,180,100
15094,180,100
15095,180,100
15096,180,100
15097,180,100
15099,180,100
15100,180,100
15101,180,100
15102,180,100
15104,180,100
15105,180,100
15106,180,100
15107,180,100
15140,180,50
15150,180,75
15179,180,100
15180,180,100
15182,180,100
15183,180,100
15184,180,100
15196,180,100
15500,180,100
15503,180,100
15847,180,50
15848,180,100
15884,180,100
15938,180,100
15939,180,50
16042,180,100
16197,180,100
16230,180,100
16328,180,100
16331,180,1
16365,180,100
16366,180,100
16396,180,100
16401,180,100
16416,180,100
16430,180,100
16431,180,100
16441,180,100
16447,180,90
16454,180,100
16461,180,100
16500,180,100
16502,180,100
16528,180,100
16531,180,100
16536,180,100
16537,180,100
16585,180,100
16586,180,100
16604,180,100
16617,180,100
16628,180,100
16633,180,100
16652,180,100
16672,180,100
16673,180,100
16674,180,100
16677,180,100
16730,180,100
16733,180,100
16734,180,100
16735,180,100
16736,180,100
16737,180,100
16738,180,100
16848,180,95
16926,180,100
16927,180,100
16928,180,100
16929,180,100
16930,180,100
16931,180,100
16932,180,100
16933,180,100
16934,180,100
17023,180,100
17051,180,100
17052,180,100
17054,180,15
17068,180,100
17075,180,100
17078,180,100
17080,180,100
17092,180,100
17114,180,100
17126,180,100
17129,180,100
17131,180,100
17158,180,100
17159,180,100
17160,180,100
17161,180,100
17163,180,100
17170,180,100
17177,180,100
17179,180,100
17188,180,100
17191,180,100
17203,180,100
17207,180,100
17208,180,100
17209,180,100
17210,180,100
17211,180,100
17214,180,100
17215,180,100
17216,180,100
17217,180,100
17218,180,100
17219,180,100
17220,180,100
17221,180,100
17222,180,100
17223,180,100
17262,180,100
17264,180,100
17266,180,100
17270,180,100
17271,180,100
17273,180,100
17276,180,100
17281,180,100
17284,180,100
17285,180,100
17288,180,100
17293,180,100
17305,180,100
17330,180,100
17362,180,100
17380,180,100
17463,180,100
17469,180,90
16733,181,90
16733,182,90
16733,183,80
16733,184,80
14518,190,100
14582,190,100
14657,190,100
14696,190,100
14697,190,100
14699,190,100
14706,190,100
14782,190,100
14786,190,50
14792,190,100
14793,190,100
14798,190,100
14800,190,100
14801,190,100
14802,190,100
14807,190,100
14811,190,100
14812,190,100
14834,190,100
14835,190,100
14836,190,100
14837,190,100
14862,190,90
14878,190,100
14879,190,100
14880,190,100
14881,190,100
14883,190,100
14884,190,100
14885,190,100
14886,190,75
14907,190,100
14908,190,100
14911,190,100
14915,190,100
15094,190,100
15099,190,100
15100,190,100
15101,190,50
15102,190,100
15104,190,100
15105,190,100
15106,190,100
15107,190,100
15179,190,100
15180,190,100
15182,190,100
15183,190,100
15184,190,100
15500,190,100
15503,190,100
15843,190,50
15848,190,100
15884,190,40
15938,190,100
15939,190,50
16042,190,100
16197,190,0
16230,190,100
16304,190,100
16328,190,100
16331,190,0
16365,190,100
16366,190,75
16396,190,100
16401,190,100
16430,190,100
16431,190,100
16441,190,20
16447,190,40
16454,190,100
16461,190,100
16500,190,100
16501,190,100
16502,190,100
16503,190,100
16528,190,100
16536,190,100
16577,190,100
16585,190,100
16586,190,100
16617,190,100
16628,190,100
16652,190,100
16665,190,100
16672,190,100
16673,190,100
16674,190,100
16677,190,20
16730,190,100
16733,190,100
16734,190,100
16735,190,100
16736,190,100
16737,190,100
16738,190,100
16848,190,100
16861,190,100
16926,190,100
16927,190,100
16928,190,100
16929,190,100
16930,190,100
16931,190,100
16932,190,100
16933,190,100
16934,190,100
17023,190,100
17052,190,100
17053,190,100
17054,190,15
17075,190,100
17078,190,100
17080,190,100
