WO,Line,Percent Complete*
14800,50,100
14801,50,100
14802,50,100
14806,50,100
14807,50,100
14811,50,100
14812,50,100
14813,50,100
14823,50,100
14829,50,50
14830,50,50
14831,50,50
14832,50,50
14834,50,100
14835,50,100
14836,50,100
14837,50,100
14843,50,73
14848,50,75
14878,50,100
14879,50,100
14880,50,100
14881,50,100
14883,50,100
14884,50,100
14885,50,100
14886,50,100
14887,50,100
14888,50,100
14889,50,100
14891,50,100
14893,50,100
14894,50,100
14902,50,100
14903,50,100
14907,50,100
14908,50,100
14911,50,100
14914,50,100
14915,50,100
15070,50,100
15087,50,100
15088,50,100
15094,50,100
15095,50,100
15096,50,100
15097,50,100
15099,50,100
15100,50,100
15101,50,100
15102,50,100
15104,50,100
15105,50,100
15106,50,100
15107,50,100
15109,50,100
15110,50,100
15111,50,100
15112,50,100
15115,50,100
15140,50,20
15150,50,100
15179,50,100
15180,50,100
15183,50,100
15184,50,100
15196,50,100
15289,50,100
15498,50,100
15500,50,100
15502,50,100
15503,50,100
15504,50,100
15505,50,100
15506,50,100
15508,50,100
15509,50,100
15510,50,100
15511,50,100
15512,50,100
15843,50,100
15845,50,100
15846,50,80
15847,50,100
15848,50,90
15884,50,100
15938,50,100
15939,50,100
16197,50,100
16230,50,100
16321,50,100
16331,50,0
16365,50,100
16366,50,95
16396,50,100
16408,50,90
16412,50,97
16413,50,100
16414,50,100
16415,50,100
16416,50,100
16428,50,100
16435,50,100
16436,50,100
16437,50,100
16438,50,70
16440,50,100
16441,50,100
16443,50,100
16450,50,100
16451,50,100
16452,50,100
16454,50,100
16455,50,100
16456,50,100
16457,50,100
16458,50,100
16459,50,100
16461,50,100
16489,50,100
16492,50,100
16500,50,80
16501,50,100
16528,50,100
16531,50,100
16532,50,100
16533,50,100
16534,50,100
16536,50,100
16537,50,100
16546,50,90
16568,50,100
16569,50,100
16585,50,100
16586,50,100
16589,50,100
16604,50,100
16605,50,100
16612,50,100
16617,50,100
16627,50,100
16628,50,100
16633,50,100
16652,50,100
16663,50,100
16664,50,100
16665,50,100
16666,50,100
16670,50,100
16672,50,100
16673,50,100
16674,50,100
16677,50,100
16680,50,100
16730,50,100
16733,50,100
16734,50,100
16735,50,100
16736,50,100
16737,50,100
16738,50,100
16739,50,100
16740,50,100
16788,50,100
16789,50,100
16790,50,100
16811,50,100
16836,50,100
16848,50,100
16851,50,5
16852,50,100
16894,50,100
16901,50,100
16902,50,100
16905,50,100
16926,50,100
16927,50,100
16928,50,100
16929,50,100
16930,50,100
16931,50,100
16932,50,100
16933,50,100
16934,50,100
16938,50,100
16954,50,100
16958,50,100
16959,50,100
16962,50,100
16966,50,10
16975,50,25
16978,50,100
16996,50,100
17023,50,100
17051,50,100
17052,50,100
17053,50,100
17060,50,15
17068,50,100
17075,50,100
17076,50,95
17078,50,100
17080,50,100
17081,50,100
17087,50,100
17091,50,100
17092,50,100
17112,50,100
17114,50,100
17117,50,100
17120,50,100
17121,50,100
17123,50,100
17126,50,100
17127,50,100
17129,50,100
17130,50,100
17139,50,100
17141,50,100
17143,50,100
17152,50,100
17158,50,100
17159,50,100
17160,50,100
17161,50,100
17163,50,100
17170,50,100
17172,50,100
17173,50,100
17174,50,100
17177,50,100
17179,50,100
17184,50,100
17185,50,100
17186,50,100
17187,50,100
17188,50,100
17190,50,100
17191,50,100
17193,50,100
17198,50,100
17199,50,100
17200,50,100
17202,50,100
17203,50,100
17204,50,100
17205,50,100
17206,50,100
17207,50,100
17208,50,100
17209,50,100
17210,50,100
17211,50,100
17214,50,100
17215,50,100
17216,50,100
17217,50,100
17218,50,100
17219,50,100
17220,50,100
17221,50,100
17222,50,100
17223,50,100
17234,50,100
17235,50,100
17236,50,100
17237,50,100
17238,50,100
17239,50,100
17240,50,100
17242,50,100
17244,50,100
17245,50,100
17247,50,100
17250,50,100
17256,50,100
17262,50,100
17264,50,100
17266,50,100
17270,50,100
17272,50,100
17273,50,100
17276,50,100
17281,50,100
17284,50,100
17285,50,100
17287,50,100
17288,50,100
17293,50,100
17302,50,100
17305,50,100
17314,50,100
17317,50,100
17319,50,100
17324,50,100
17328,50,100
17329,50,100
17330,50,100
17331,50,100
17333,50,100
17338,50,100
17339,50,100
17340,50,100
17341,50,100
17342,50,100
17343,50,100
17344,50,100
17345,50,100
17346,50,100
17347,50,100
17348,50,100
17356,50,100
17358,50,100
17362,50,100
17363,50,100
17364,50,100
17365,50,100
17366,50,100
17367,50,100
17368,50,100
17369,50,100
17370,50,100
17371,50,100
17372,50,100
17376,50,100
17377,50,100
17378,50,100
17385,50,100
17393,50,100
17394,50,100
17395,50,100
17397,50,50
17415,50,100
17416,50,100
17421,50,100
17463,50,100
17481,50,100
17482,50,100
17483,50,100
17484,50,100
16500,51,100
16501,51,100
16502,51,100
16680,51,100
16500,52,100
16501,52,100
16502,52,100
16788,55,100
17143,55,100
17173,55,100
17184,55,100
17186,55,100
17187,55,100
17358,55,100
14518,60,100
14580,60,100
14582,60,100
14656,60,100
14657,60,100
14662,60,100
14695,60,100
14696,60,100
14697,60,100
14698,60,100
14699,60,100
14700,60,100
14701,60,50
14706,60,100
14722,60,100
14735,60,100
14736,60,100
14782,60,100
14786,60,100
14787,60,100
14788,60,100
14789,60,100
14791,60,100
14792,60,100
14793,60,100
14794,60,100
14795,60,100
14798,60,100
14800,60,100
14801,60,100
14802,60,100
14806,60,100
14811,60,100
14812,60,100
14813,60,100
14823,60,100
14829,60,100
14830,60,100
14831,60,100
14832,60,100
14834,60,100
14835,60,100
14836,60,100
14837,60,100
14843,60,62
14848,60,75
14862,60,100
14878,60,100
14879,60,100
14880,60,100
14881,60,100
14883,60,100
14884,60,100
14885,60,100
14886,60,100
14887,60,100
14888,60,100
14889,60,100
14893,60,100
14894,60,100
14902,60,100
14903,60,100
14907,60,100
14908,60,100
14911,60,100
14914,60,100
14915,60,100
15071,60,100
15087,60,100
15088,60,100
15094,60,100
15095,60,100
15096,60,100
15097,60,100
15099,60,100
15100,60,100
15102,60,100
15104,60,100
15105,60,100
15106,60,100
15107,60,100
15109,60,100
15110,60,100
15111,60,100
15112,60,100
15115,60,100
15150,60,100
15179,60,100
15180,60,100
15182,60,100
15183,60,100
15184,60,100
15196,60,100
15289,60,100
15498,60,100
15500,60,100
15502,60,100
15503,60,100
15504,60,100
15505,60,100
15506,60,100
15508,60,100
15509,60,100
15510,60,100
15511,60,100
15512,60,100
15842,60,100
15843,60,100
15845,60,100
15846,60,100
15847,60,100
15848,60,90
15883,60,50
15884,60,100
15938,60,100
15939,60,100
16197,60,100
16230,60,100
16304,60,100
16331,60,75
16365,60,100
16366,60,100
16396,60,100
16408,60,80
16412,60,95
16413,60,100
16414,60,100
16415,60,100
16416,60,100
16435,60,100
16436,60,100
16440,60,75
16441,60,100
16443,60,100
16450,60,100
16451,60,100
16452,60,100
16454,60,100
16455,60,100
16456,60,95
16457,60,100
16458,60,100
16459,60,100
16461,60,100
16489,60,90
16492,60,100
16499,60,100
16501,60,100
16502,60,90
16529,60,70
16532,60,100
16533,60,100
16534,60,100
16536,60,100
16537,60,100
16569,60,100
16585,60,100
16586,60,100
16589,60,90
16604,60,100
16605,60,100
16612,60,100
16617,60,100
16628,60,100
16634,60,100
16635,60,100
16636,60,100
16637,60,100
16638,60,100
16639,60,100
16640,60,95
16641,60,100
16642,60,100
16643,60,100
16644,60,100
16652,60,100
16663,60,100
16664,60,100
16665,60,100
16666,60,100
16672,60,100
16673,60,100
16674,60,100
16677,60,100
16680,60,100
16681,60,100
16682,60,100
16683,60,100
16684,60,100
16705,60,100
16706,60,100
16707,60,100
16708,60,100
16709,60,100
16710,60,100
16730,60,100
16734,60,100
16735,60,100
16736,60,100
16737,60,100
16739,60,100
16788,60,100
16789,60,100
16790,60,100
16811,60,100
16836,60,100
16848,60,100
16852,60,100
16901,60,100
16902,60,100
16905,60,80
16926,60,100
16927,60,100
16928,60,100
16929,60,100
16930,60,100
16931,60,100
16932,60,100
16933,60,100
16934,60,100
16939,60,85
16954,60,100
16958,60,100
16959,60,85
16962,60,100
16975,60,25
16988,60,100
17023,60,100
17051,60,100
17058,60,100
17059,60,100
17063,60,100
17074,60,100
17075,60,100
17078,60,100
17080,60,100
17081,60,100
17082,60,75
17091,60,100
17092,60,100
17112,60,100
17114,60,100
17117,60,100
17120,60,100
17121,60,100
17123,60,100
17126,60,100
17127,60,100
17129,60,100
17131,60,100
17139,60,100
17141,60,100
17143,60,90
17158,60,100
17159,60,100
17160,60,100
17161,60,100
17163,60,100
17170,60,100
17172,60,100
17173,60,100
17177,60,100
17179,60,100
17184,60,35
17185,60,100
17186,60,100
17187,60,100
17188,60,100
17190,60,100
17191,60,100
17193,60,100
17198,60,100
17199,60,75
17202,60,100
17203,60,100
17204,60,100
17205,60,100
17206,60,100
17207,60,100
17208,60,100
17209,60,100
17210,60,100
17211,60,100
17214,60,100
17215,60,100
17216,60,100
17217,60,100
17218,60,100
17219,60,100
17220,60,100
17221,60,100
17222,60,100
17223,60,100
17234,60,100
17235,60,100
17236,60,100
17237,60,100
17238,60,100
17240,60,100
17242,60,100
17247,60,100
17250,60,100
17256,60,100
17262,60,100
17264,60,100
17266,60,100
17270,60,100
17271,60,100
17272,60,100
17273,60,100
17276,60,100
17281,60,100
17284,60,100
17285,60,100
17287,60,100
17288,60,100
17293,60,100
17302,60,100
17305,60,100
17314,60,100
17317,60,100
17318,60,100
17319,60,100
17338,60,100
17339,60,100
17340,60,100
17341,60,100
17343,60,100
17348,60,100
17356,60,100
17362,60,100
17363,60,100
17364,60,100
17365,60,100
17366,60,100
17367,60,100
17368,60,100
17369,60,100
17370,60,100
17371,60,100
17372,60,100
17376,60,100
17378,60,100
17381,60,100
17382,60,100
17383,60,100
17384,60,100
17385,60,100
17386,60,100
17393,60,100
17394,60,100
17395,60,100
17397,60,100
17415,60,100
17416,60,100
17421,60,100
17461,60,5
17463,60,100
17481,60,100
17482,60,100
17483,60,100
17484,60,100
16680,61,100
17143,65,100
17184,65,100
17186,65,100
17187,65,100
17191,65,100
14518,70,100
14582,70,100
14657,70,99
14662,70,100
14686,70,80
14687,70,100
14696,70,100
14697,70,100
14698,70,100
14699,70,100
14700,70,100
14701,70,50
14706,70,100
14722,70,100
14735,70,100
14736,70,100
14782,70,100
14786,70,100
14787,70,100
14788,70,100
14789,70,100
14791,70,100
14792,70,100
14793,70,100
14794,70,100
14795,70,100
14798,70,100
14800,70,100
14801,70,100
14802,70,100
14806,70,100
14811,70,100
14812,70,100
14813,70,100
14829,70,100
14830,70,100
14831,70,100
14832,70,100
14834,70,100
14835,70,100
14836,70,100
14837,70,100
14843,70,41
14878,70,100
14879,70,100
14880,70,100
14881,70,100
14883,70,100
14884,70,100
14885,70,100
14886,70,100
14888,70,100
14889,70,100
14892,70,100
14893,70,100
14894,70,100
14902,70,100
14903,70,100
14907,70,100
14908,70,100
14911,70,100
14914,70,100
14915,70,100
15070,70,45
15071,70,50
15094,70,100
15095,70,100
15096,70,100
15097,70,100
15099,70,100
15100,70,100
15101,70,100
15102,70,100
15104,70,100
15105,70,100
15106,70,100
15107,70,100
15115,70,100
15140,70,35
15179,70,100
15180,70,100
15182,70,100
15183,70,100
15184,70,100
15196,70,100
15289,70,100
15498,70,100
15500,70,100
15502,70,100
15503,70,100
15504,70,100
15505,70,100
15509,70,100
15510,70,100
15511,70,100
15512,70,100
15842,70,100
15843,70,100
15845,70,100
15846,70,100
15847,70,100
15848,70,90
15884,70,100
15938,70,100
15939,70,100
16042,70,100
16197,70,100
16230,70,100
16331,70,90
16365,70,100
16366,70,70
16396,70,100
16408,70,80
16413,70,100
16414,70,0
16415,70,100
16416,70,100
16436,70,90
16437,70,100
16441,70,100
16443,70,100
16450,70,100
16451,70,100
16452,70,100
16454,70,100
16457,70,100
16459,70,100
16461,70,100
16489,70,90
16499,70,100
16500,70,70
16501,70,100
16502,70,100
16528,70,100
16531,70,90
16532,70,100
16533,70,100
16534,70,100
16536,70,100
16537,70,100
16546,70,100
16568,70,100
16569,70,100
16585,70,100
16586,70,100
16589,70,100
16604,70,100
16605,70,100
16612,70,100
16617,70,100
16627,70,100
16628,70,100
16633,70,100
16634,70,100
16635,70,100
16636,70,100
16637,70,100
16638,70,100
16639,70,100
16640,70,100
16641,70,95
16642,70,100
16643,70,100
16644,70,100
16652,70,100
16663,70,100
16664,70,100
16665,70,100
16666,70,100
16672,70,100
16673,70,100
16674,70,100
16677,70,100
16681,70,100
16682,70,100
16683,70,100
16684,70,100
16704,70,55
16705,70,45
16706,70,100
16707,70,100
16708,70,100
16709,70,100
16710,70,100
16712,70,30
16714,70,100
16730,70,100
16733,70,100
16734,70,100
16735,70,100
16736,70,100
16737,70,100
16738,70,100
16739,70,100
16788,70,100
16789,70,100
16792,70,100
16811,70,100
16836,70,100
16848,70,100
16901,70,100
16926,70,100
16927,70,100
16928,70,100
16929,70,100
16930,70,100
16931,70,100
16932,70,100
16933,70,100
16934,70,100
16944,70,35
16954,70,100
16958,70,100
16962,70,100
16966,70,75
16982,70,100
17023,70,100
17028,70,100
17037,70,15
17058,70,100
17059,70,100
17060,70,100
17061,70,100
17075,70,100
17076,70,100
17078,70,100
17080,70,100
17087,70,55
17091,70,100
17092,70,100
17114,70,100
17117,70,100
17123,70,100
17126,70,100
17127,70,100
17129,70,100
17130,70,100
17131,70,100
17141,70,100
17158,70,100
17159,70,100
17160,70,100
17161,70,100
17172,70,100
17173,70,100
17177,70,100
17179,70,100
17184,70,100
17185,70,100
17186,70,100
17187,70,100
17188,70,100
17190,70,100
17191,70,100
17193,70,100
17198,70,100
17200,70,100
17202,70,100
17204,70,100
17205,70,100
17206,70,100
17207,70,100
17208,70,100
17209,70,100
17210,70,100
17211,70,100
17214,70,100
17215,70,100
17216,70,100
17217,70,100
17218,70,100
17219,70,100
17220,70,100
17221,70,100
17222,70,100
17223,70,100
17238,70,100
17240,70,100
17247,70,100
17250,70,100
17256,70,100
17262,70,100
17264,70,100
17266,70,100
17270,70,100
17271,70,100
17272,70,100
17273,70,100
17276,70,100
17281,70,100
17284,70,100
17285,70,100
17287,70,100
17288,70,100
17293,70,100
17302,70,100
17305,70,100
17314,70,100
17324,70,100
17328,70,100
17329,70,100
17330,70,100
17331,70,100
17356,70,100
17362,70,100
17363,70,100
17364,70,100
17365,70,100
17366,70,100
17367,70,100
17368,70,100
17369,70,100
17370,70,100
17372,70,100
17376,70,100
17378,70,100
17381,70,100
17382,70,100
17383,70,100
17385,70,100
17386,70,100
17393,70,100
17394,70,100
17395,70,25
17415,70,100
17416,70,100
17463,70,100
17469,70,100
17481,70,100
17482,70,100
17483,70,100
17484,70,100
16958,75,100
17082,75,5
17112,75,100
17123,75,100
17191,75,100
14518,80,100
14582,80,100
14656,80,63
14657,80,100
14662,80,100
14686,80,40
14687,80,100
14696,80,100
14697,80,100
14698,80,100
14699,80,100
14700,80,100
14706,80,100
14722,80,100
14735,80,100
14736,80,100
14782,80,100
14786,80,100
14787,80,100
14788,80,100
14789,80,100
14791,80,100
14792,80,100
14793,80,100
14794,80,100
14795,80,100
14798,80,100
14800,80,100
14801,80,100
14802,80,100
14806,80,100
14807,80,66
14811,80,100
14812,80,100
14813,80,100
14829,80,100
14830,80,100
14831,80,100
14834,80,100
14835,80,100
14836,80,100
14837,80,100
14878,80,100
14879,80,100
14880,80,100
14881,80,100
14883,80,100
14884,80,100
14885,80,100
14886,80,100
14887,80,20
14888,80,100
14892,80,100
14893,80,100
14894,80,100
14902,80,100
14903,80,100
14907,80,100
14908,80,100
14911,80,100
14914,80,80
14915,80,100
15071,80,25
15094,80,100
15095,80,100
15096,80,100
15097,80,100
15099,80,100
15100,80,100
15101,80,100
15102,80,100
15104,80,100
15105,80,100
15106,80,100
15107,80,100
15115,80,100
15150,80,100
15179,80,100
15180,80,100
15182,80,100
15183,80,100
15184,80,100
15196,80,100
15289,80,100
15498,80,100
15500,80,100
15502,80,100
15503,80,100
15504,80,100
15505,80,100
15506,80,100
15509,80,100
15512,80,100
15842,80,100
15843,80,100
15845,80,100
15846,80,100
15847,80,100
15884,80,100
15938,80,100
15939,80,100
16042,80,100
16197,80,100
16230,80,100
16304,80,100
16321,80,100
16331,80,70
16396,80,100
16408,80,50
16412,80,100
16416,80,100
16435,80,100
16440,80,100
16441,80,100
16451,80,100
16452,80,100
16454,80,100
16455,80,100
16456,80,88
16457,80,100
16458,80,100
16459,80,100
16461,80,100
16499,80,100
16500,80,100
16501,80,100
16502,80,100
16528,80,100
16531,80,100
16532,80,100
16533,80,95
16534,80,95
16536,80,100
16537,80,100
16568,80,100
16569,80,90
16585,80,100
16586,80,100
16589,80,100
16604,80,100
16605,80,100
16617,80,100
16627,80,100
16628,80,100
16633,80,100
16634,80,100
16635,80,100
16636,80,100
16637,80,100
16638,80,100
16642,80,100
16643,80,100
16644,80,100
16652,80,100
16663,80,100
16664,80,100
16665,80,100
16666,80,100
16672,80,100
16673,80,100
16674,80,100
16677,80,100
16680,80,95
16681,80,100
16682,80,100
16683,80,100
16706,80,100
16707,80,100
16708,80,100
16709,80,100
16710,80,100
16714,80,100
16730,80,100
16733,80,100
16734,80,100
16735,80,100
16736,80,100
16737,80,100
16738,80,100
16739,80,100
16788,80,100
16789,80,100
16791,80,100
16792,80,100
16836,80,70
16848,80,100
16901,80,100
16902,80,100
16905,80,100
16926,80,100
16927,80,100
16928,80,100
16929,80,100
16930,80,100
16931,80,100
16932,80,100
16933,80,100
16934,80,100
16958,80,100
16959,80,100
16962,80,100
17023,80,100
17037,80,25
17052,80,100
17058,80,90
17060,80,30
17061,80,100
17068,80,100
17071,80,100
17074,80,100
17075,80,100
17078,80,100
17080,80,100
17081,80,100
17092,80,100
17112,80,100
17114,80,100
17117,80,100
17120,80,100
17122,80,60
17123,80,100
17126,80,100
17127,80,100
17129,80,100
17130,80,100
17131,80,100
17141,80,100
17143,80,80
17158,80,100
17159,80,100
17160,80,100
17161,80,100
17163,80,100
17170,80,100
17177,80,100
17179,80,100
17184,80,100
17185,80,100
17186,80,100
17187,80,100
17188,80,100
17190,80,100
17191,80,100
17193,80,100
17198,80,100
17202,80,100
17203,80,100
17204,80,100
17205,80,100
17206,80,100
17207,80,100
17208,80,100
17209,80,100
17210,80,100
17211,80,100
17214,80,100
17215,80,100
17216,80,100
17219,80,100
17220,80,100
17222,80,100
17223,80,100
17247,80,100
17250,80,100
17256,80,100
17262,80,100
17264,80,100
17266,80,100
17270,80,100
17271,80,100
17273,80,100
17276,80,100
17281,80,100
17284,80,100
17285,80,100
17288,80,100
17293,80,100
17302,80,100
17305,80,100
17314,80,100
17324,80,100
17328,80,100
17329,80,100
17330,80,100
17331,80,100
17338,80,100
17339,80,100
17340,80,100
17341,80,100
17343,80,100
17362,80,100
17363,80,100
17364,80,100
17365,80,100
17367,80,100
17370,80,100
17372,80,100
17376,80,100
17378,80,100
17381,80,100
17382,80,100
17383,80,100
17386,80,100
17393,80,100
17394,80,100
17395,80,100
17416,80,100
17418,80,25
17469,80,100
17481,80,100
17482,80,100
17483,80,80
17484,80,20
14722,85,50
16628,85,100
14518,90,100
14582,90,100
14657,90,99
14662,90,100
14696,90,100
14697,90,100
14698,90,100
14699,90,100
14700,90,100
14706,90,50
14722,90,100
14735,90,100
14736,90,100
14782,90,100
14786,90,100
14787,90,100
14791,90,100
14792,90,100
14793,90,100
14798,90,100
14800,90,100
14801,90,100
14802,90,100
14806,90,100
14811,90,100
14812,90,100
14813,90,100
14834,90,100
14835,90,100
14836,90,100
14837,90,100
14878,90,100
14883,90,100
14884,90,100
14885,90,100
14886,90,100
14888,90,100
14889,90,40
14892,90,100
14893,90,100
14894,90,100
14902,90,100
14903,90,100
14907,90,100
14908,90,100
14911,90,100
14914,90,50
14915,90,"98 "
15150,90,100
15180,90,100
15182,90,100
15183,90,100
15184,90,100
15196,90,100
15289,90,100
15498,90,100
15500,90,100
15503,90,100
15504,90,100
15506,90,100
15509,90,100
15511,90,100
15512,90,100
15843,90,100
15845,90,100
15846,90,100
15847,90,100
15848,90,50
15884,90,100
15938,90,100
15939,90,100
16042,90,100
16197,90,100
16230,90,100
16304,90,100
16321,90,100
16331,90,85
16351,90,100
16365,90,100
16366,90,100
16396,90,100
16408,90,75
16436,90,100
16441,90,0
16454,90,100
16457,90,100
16459,90,100
16461,90,100
16500,90,100
16501,90,100
16502,90,100
16528,90,100
16531,90,100
16532,90,100
16533,90,100
16534,90,100
16536,90,100
16537,90,100
16568,90,100
16585,90,100
16586,90,100
16589,90,100
16604,90,100
16605,90,100
16617,90,100
16628,90,100
16633,90,100
16634,90,100
16635,90,40
16636,90,100
16637,90,100
16638,90,100
16639,90,100
16640,90,100
16641,90,80
16642,90,100
16643,90,100
16644,90,100
16652,90,100
16663,90,100
16664,90,100
16665,90,100
16666,90,100
16672,90,100
16673,90,100
16674,90,100
16677,90,100
16680,90,100
16681,90,100
16682,90,100
16683,90,100
16684,90,100
16703,90,5
16704,90,20
16705,90,90
16706,90,70
16707,90,100
16708,90,100
16709,90,100
16710,90,100
16714,90,100
16730,90,100
16733,90,100
16734,90,100
16735,90,100
16736,90,100
16737,90,100
16738,90,100
16739,90,95
16788,90,100
16789,90,100
16791,90,100
16792,90,100
16836,90,100
16848,90,100
16893,90,50
16902,90,100
16926,90,100
16927,90,100
16928,90,100
16929,90,100
16930,90,100
16931,90,100
16932,90,100
16933,90,100
16934,90,100
16958,90,100
16962,90,100
17023,90,100
17051,90,100
17052,90,100
17053,90,100
17054,90,100
17058,90,40
17060,90,100
17068,90,100
17075,90,100
17076,90,100
17078,90,100
17080,90,100
17087,90,55
17091,90,100
17114,90,100
17117,90,100
17123,90,100
17126,90,100
17127,90,100
17129,90,100
17130,90,100
17131,90,100
17141,90,100
17143,90,100
17158,90,100
17159,90,100
17160,90,100
17161,90,100
17163,90,100
17170,90,100
17177,90,100
17179,90,100
17184,90,60
17185,90,100
17186,90,100
17187,90,100
17188,90,100
17190,90,100
17191,90,100
17193,90,100
17198,90,100
17202,90,100
17203,90,100
17204,90,100
17205,90,100
17206,90,100
17207,90,100
17208,90,100
17209,90,100
17210,90,100
17211,90,100
17215,90,100
17216,90,100
17217,90,100
17218,90,100
17219,90,100
17220,90,100
17221,90,100
17222,90,100
17223,90,100
17247,90,100
17250,90,100
17262,90,100
17264,90,100
17266,90,100
17270,90,100
17273,90,100
17276,90,100
17281,90,100
17284,90,100
17285,90,100
17288,90,100
17293,90,100
17302,90,100
17305,90,100
17330,90,100
17331,90,100
17338,90,100
17339,90,100
17340,90,100
17341,90,100
17343,90,100
17362,90,100
17363,90,100
17364,90,100
17365,90,100
17367,90,100
17372,90,100
17376,90,100
17381,90,100
17383,90,100
17397,90,60
17407,90,50
17408,90,55
17416,90,100
17456,90,5
17457,90,30
17458,90,90
17459,90,75
17460,90,90
17461,90,90
17462,90,100
17463,90,100
17469,90,100
17481,90,100
17482,90,100
16568,95,100
16714,95,100
16962,95,100
17463,95,100
14518,100,100
14582,100,100
14657,100,99
14662,100,100
14687,100,100
14696,100,100
14697,100,100
14698,100,100
14699,100,100
14700,100,100
14706,100,100
14722,100,100
14735,100,100
14736,100,100
14782,100,100
14786,100,100
14787,100,100
14791,100,100
14792,100,100
14793,100,100
14798,100,100
14800,100,100
14801,100,100
14802,100,100
14806,100,100
14807,100,33
14811,100,100
14812,100,100
14813,100,100
14829,100,100
14830,100,100
14831,100,100
14834,100,100
14835,100,100
14836,100,100
14837,100,100
14848,100,100
14878,100,100
14879,100,100
14880,100,100
14883,100,100
14884,100,100
14885,100,100
14886,100,100
14889,100,100
14892,100,100
14893,100,100
14894,100,100
14902,100,100
14903,100,100
14907,100,100
14908,100,100
14911,100,100
14914,100,100
14915,100,100
15094,100,100
15095,100,100
15096,100,100
15097,100,100
15099,100,100
15100,100,100
15101,100,100
15102,100,100
15104,100,100
15105,100,100
15106,100,100
15107,100,100
15109,100,100
15112,100,100
15115,100,100
15137,100,50
15150,100,100
15180,100,100
15182,100,100
15196,100,100
15289,100,100
15498,100,100
15500,100,100
15502,100,100
15503,100,100
15505,100,100
15511,100,55
15512,100,100
15842,100,75
15843,100,100
15845,100,100
15846,100,100
15847,100,100
15848,100,50
15883,100,80
15884,100,100
15938,100,100
15939,100,100
16042,100,100
16197,100,100
16230,100,100
16304,100,1
16328,100,100
16331,100,70
16365,100,100
16366,100,100
16373,100,100
16396,100,100
16399,100,100
16400,100,100
16401,100,100
16408,100,100
16409,100,97
16416,100,100
16430,100,100
16431,100,100
16447,100,100
16448,100,85
16449,100,100
16454,100,100
16456,100,100
16457,100,100
16459,100,100
16461,100,100
16499,100,100
16500,100,100
16501,100,100
16502,100,100
16503,100,100
16528,100,100
16531,100,100
16533,100,100
16534,100,100
16536,100,100
16537,100,100
16568,100,100
16572,100,100
16574,100,100
16585,100,100
16586,100,100
16588,100,100
16589,100,100
16604,100,100
16605,100,100
16617,100,100
16628,100,100
16634,100,100
16635,100,55
16637,100,100
16638,100,100
16639,100,100
16640,100,100
16641,100,75
16642,100,100
16643,100,100
16644,100,100
16652,100,100
16663,100,100
16664,100,100
16665,100,100
16666,100,100
16672,100,100
16673,100,100
16674,100,100
16677,100,100
16680,100,100
16681,100,100
16682,100,100
16683,100,100
16684,100,100
16704,100,5
16705,100,5
16706,100,65
16707,100,45
16708,100,100
16709,100,100
16710,100,75
16712,100,10
16714,100,100
16730,100,100
16734,100,100
16735,100,100
16736,100,100
16737,100,100
16738,100,100
16739,100,100
16788,100,100
16789,100,100
16791,100,100
16792,100,100
16836,100,90
16848,100,100
16926,100,100
16927,100,100
16928,100,100
16929,100,100
16930,100,100
16931,100,100
16932,100,100
16933,100,100
16934,100,100
16958,100,100
16978,100,100
17023,100,100
17048,100,100
17051,100,100
17052,100,100
17053,100,100
17054,100,100
17058,100,5
17068,100,100
17073,100,100
17075,100,100
17079,100,100
17080,100,100
17081,100,100
17092,100,100
17113,100,100
17114,100,100
17117,100,100
17120,100,100
17121,100,100
17123,100,100
17126,100,100
17127,100,100
17129,100,100
17132,100,100
17141,100,100
17143,100,100
17158,100,100
17159,100,100
17160,100,100
17161,100,100
17163,100,100
17170,100,100
17177,100,100
17179,100,100
17185,100,100
17187,100,100
17188,100,100
17190,100,100
17191,100,100
17194,100,100
17202,100,100
17203,100,100
17204,100,100
17205,100,100
17206,100,100
17207,100,100
17208,100,100
17209,100,100
17210,100,100
17211,100,100
17214,100,100
17215,100,100
17216,100,100
17217,100,100
17218,100,100
17219,100,90
17220,100,100
17221,100,100
17222,100,100
17223,100,100
17247,100,100
17262,100,100
17266,100,100
17270,100,100
17271,100,100
17273,100,100
17276,100,100
17281,100,100
17284,100,100
17285,100,100
17288,100,100
17293,100,100
17302,100,100
17305,100,100
17324,100,100
17330,100,100
17338,100,100
17339,100,100
17340,100,100
17341,100,100
17342,100,100
17343,100,100
17344,100,100
17345,100,100
17346,100,100
17347,100,100
17362,100,100
17363,100,100
17367,100,100
17372,100,100
17378,100,95
17394,100,100
17395,100,75
17407,100,100
17408,100,100
17416,100,100
17459,100,100
17463,100,100
17481,100,100
17482,100,100
17463,101,100
17463,102,100
16714,105,100
16958,105,100
17250,105,100
17271,105,100
14518,110,100
14582,110,100
14657,110,100
14662,110,100
14687,110,100
14696,110,100
14697,110,100
14698,110,100
14699,110,100
14700,110,100
14706,110,100
14722,110,100
14735,110,100
14736,110,100
14782,110,100
14786,110,100
14787,110,100
14791,110,100
14792,110,100
14793,110,100
14798,110,100
14800,110,100
14801,110,100
14802,110,100
14806,110,100
14811,110,100
14812,110,100
14813,110,100
14829,110,100
14830,110,100
14831,110,100
14834,110,100
14835,110,100
14836,110,100
14837,110,100
14878,110,100
14879,110,100
14880,110,100
14883,110,100
14884,110,100
14885,110,100
